area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,275.9,268.3,283.7,284.4,276.0
Toronto W02,327.4,300.5,343.4,368.5,332.2
Toronto W03,311.1,314.2,304.1,254.7,314.1
Toronto W04,310.7,276.0,269.7,258.6,363.9
Toronto W05,273.1,271.6,246.0,270.7,301.8
Toronto W06,248.0,298.9,241.5,317.6,217.3
Toronto W07,252.7,267.8,232.9,219.2,174.0
Toronto W08,247.9,225.2,224.9,296.3,260.7
Toronto W09,278.4,250.6,214.7,310.4,310.3
Toronto W10,294.1,275.5,285.5,312.7,307.8
Toronto C01,327.3,310.4,300.2,305.4,329.7
Toronto C02,279.1,248.1,275.6,310.4,280.6
Toronto C03,323.2,297.3,311.3,-,372.1
Toronto C04,255.2,254.2,261.1,-,250.1
Toronto C06,301.9,261.6,223.8,268.3,337.6
Toronto C07,279.4,290.7,205.8,268.9,276.3
Toronto C08,300.3,306.8,296.3,303.0,300.2
Toronto C09,194.6,149.7,161.5,290.3,215.7
Toronto C10,299.4,265.6,254.0,279.9,315.5
Toronto C11,305.4,225.1,260.7,240.4,364.8
Toronto C12,233.5,208.2,281.8,212.0,300.5
Toronto C13,282.7,257.4,230.9,255.9,308.9
Toronto C14,288.6,271.9,214.5,318.4,289.3
Toronto C15,271.5,299.8,245.9,297.1,260.8
Toronto E01,373.0,358.8,368.9,426.7,376.2
Toronto E02,305.2,264.7,328.3,339.8,266.6
Toronto E03,295.3,302.1,284.0,-,279.2
Toronto E04,302.0,271.9,289.3,274.7,364.1
Toronto E05,278.1,267.2,257.7,285.6,286.4
Toronto E06,284.2,289.8,291.9,-,254.1
Toronto E07,300.8,292.0,285.9,293.1,309.7
Toronto E08,300.3,275.3,249.6,305.4,344.9
Toronto E09,291.3,270.8,264.4,340.6,305.0
Toronto E10,299.7,274.4,280.8,385.6,303.9
Toronto E11,308.6,292.6,294.9,250.0,381.2
