area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,284.5,274.1,290.8,295.2,285.8
Toronto W02,333.9,311.4,354.5,373.2,327.6
Toronto W03,332.1,335.8,331.5,269.0,320.1
Toronto W04,320.8,292.8,289.7,270.0,363.6
Toronto W05,284.9,284.5,260.3,277.6,315.4
Toronto W06,257.0,323.1,262.7,326.6,218.0
Toronto W07,270.0,286.3,250.3,240.9,174.9
Toronto W08,255.6,244.6,240.7,313.4,258.9
Toronto W09,283.1,269.6,239.0,319.4,295.1
Toronto W10,310.4,295.1,302.5,352.7,317.9
Toronto C01,325.9,325.1,313.4,314.3,326.5
Toronto C02,293.1,261.0,293.5,304.8,294.0
Toronto C03,327.9,307.3,329.6,-,359.5
Toronto C04,261.8,265.2,273.2,-,245.5
Toronto C06,297.9,279.4,228.2,279.7,317.4
Toronto C07,279.9,306.2,216.2,281.7,267.2
Toronto C08,294.5,317.3,316.5,305.7,292.2
Toronto C09,208.9,153.8,164.6,282.7,241.9
Toronto C10,295.6,277.2,266.5,277.0,305.6
Toronto C11,303.4,230.2,263.7,260.9,359.7
Toronto C12,240.1,218.7,298.3,218.8,298.1
Toronto C13,283.5,273.1,249.7,267.8,294.7
Toronto C14,289.8,281.9,216.6,320.0,288.8
Toronto C15,273.2,307.9,253.7,298.2,259.4
Toronto E01,387.2,379.3,389.1,436.9,370.9
Toronto E02,318.8,282.4,344.9,341.4,272.1
Toronto E03,308.0,314.3,291.8,-,300.5
Toronto E04,319.1,293.0,310.1,280.7,379.9
Toronto E05,284.9,290.8,282.6,290.2,277.2
Toronto E06,307.9,316.8,315.7,-,261.8
Toronto E07,303.3,301.8,294.7,298.9,306.2
Toronto E08,314.3,295.0,267.3,321.7,349.1
Toronto E09,301.6,293.5,288.6,328.1,306.9
Toronto E10,305.2,285.2,288.6,365.0,309.9
Toronto E11,320.6,311.2,314.0,251.2,392.2
