area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,281.5,269.3,289.6,287.1,283.6
Toronto W02,327.3,303.6,343.2,368.5,329.5
Toronto W03,318.2,322.8,311.0,258.7,316.8
Toronto W04,309.2,283.1,272.9,259.7,351.2
Toronto W05,277.1,275.0,250.8,262.9,314.4
Toronto W06,248.0,303.8,249.9,311.3,216.3
Toronto W07,258.9,273.3,243.9,212.4,178.7
Toronto W08,252.4,230.8,232.0,288.5,265.7
Toronto W09,277.2,256.3,215.8,309.4,299.1
Toronto W10,301.3,281.8,287.9,314.7,317.0
Toronto C01,338.9,320.8,308.3,312.0,341.9
Toronto C02,283.3,250.7,277.2,310.7,286.7
Toronto C03,321.6,298.7,311.6,-,360.8
Toronto C04,259.1,259.9,265.5,-,247.3
Toronto C06,308.1,269.5,230.7,276.1,342.5
Toronto C07,287.7,295.3,209.4,277.1,286.9
Toronto C08,305.6,307.6,303.9,300.9,305.6
Toronto C09,195.0,146.0,155.9,289.3,220.4
Toronto C10,298.5,275.0,260.6,283.5,310.5
Toronto C11,296.5,219.6,250.0,235.3,353.8
Toronto C12,232.6,208.7,281.0,209.7,297.0
Toronto C13,283.3,254.6,232.6,252.1,311.8
Toronto C14,297.6,274.0,212.9,326.9,299.7
Toronto C15,274.4,304.6,248.8,294.2,264.2
Toronto E01,374.2,360.6,369.1,424.5,380.6
Toronto E02,310.5,270.0,334.9,336.5,275.1
Toronto E03,298.3,306.7,284.1,-,283.3
Toronto E04,303.5,277.9,292.6,273.7,357.0
Toronto E05,284.3,275.7,265.7,285.5,292.9
Toronto E06,289.9,294.7,291.9,-,262.6
Toronto E07,299.9,294.9,283.7,292.1,305.7
Toronto E08,300.7,280.0,250.1,304.1,338.2
Toronto E09,298.3,279.6,271.0,330.3,313.1
Toronto E10,298.1,276.6,273.5,371.1,301.3
Toronto E11,313.2,300.2,301.1,242.9,387.3
