area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,271.0,258.7,275.5,274.9,274.3
Toronto W02,306.6,292.6,325.9,286.3,318.5
Toronto W03,312.9,316.4,307.3,272.5,309.0
Toronto W04,286.5,274.7,266.3,248.9,307.5
Toronto W05,273.2,274.0,250.8,256.8,304.6
Toronto W06,246.3,301.9,256.2,306.3,215.7
Toronto W07,256.2,268.9,247.7,-,174.0
Toronto W08,249.2,231.2,238.0,274.3,260.8
Toronto W09,273.4,261.2,227.3,296.3,285.9
Toronto W10,294.0,283.9,291.2,249.7,310.9
Toronto C01,342.3,343.0,327.5,293.4,344.9
Toronto C02,286.5,250.2,282.1,283.0,292.4
Toronto C03,317.0,296.1,316.9,-,348.6
Toronto C04,258.1,257.1,263.9,-,253.4
Toronto C06,304.5,273.6,233.6,254.1,333.4
Toronto C07,282.0,298.7,210.6,255.1,278.2
Toronto C08,311.7,301.3,290.8,304.6,313.2
Toronto C09,197.4,146.0,158.6,302.8,224.7
Toronto C10,307.3,277.7,267.8,284.1,323.1
Toronto C11,290.9,219.7,252.8,235.8,344.7
Toronto C12,228.9,207.6,274.3,206.6,289.1
Toronto C13,265.8,252.6,227.5,250.2,280.8
Toronto C14,296.6,270.2,216.5,324.5,299.4
Toronto C15,268.6,291.2,239.8,283.8,261.6
Toronto E01,373.9,357.9,371.4,430.5,375.5
Toronto E02,308.7,267.9,327.1,344.3,283.6
Toronto E03,286.3,291.1,273.5,-,282.3
Toronto E04,300.3,282.8,299.8,274.8,337.8
Toronto E05,274.7,276.2,264.6,269.6,276.1
Toronto E06,283.5,286.1,288.8,-,266.5
Toronto E07,296.9,291.8,280.4,273.3,306.2
Toronto E08,292.7,272.9,243.9,301.1,327.2
Toronto E09,294.5,284.2,278.0,321.5,301.6
Toronto E10,288.4,272.3,274.5,337.4,289.6
Toronto E11,303.8,302.4,305.5,235.3,354.7
