area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,172,178,192,232,150
Toronto W02,205,211,239,166,146
Toronto W03,207,210,215,-,151
Toronto W04,179,188,186,162,153
Toronto W05,168,183,169,169,143
Toronto W06,160,202,168,176,125
Toronto W07,177,186,174,124,112
Toronto W08,158,172,170,149,145
Toronto W09,172,186,167,180,144
Toronto W10,166,180,175,162,143
Toronto C01,194,205,224,183,189
Toronto C02,198,186,215,198,185
Toronto C03,210,205,221,-,208
Toronto C04,190,196,200,168,158
Toronto C06,203,211,183,-,192
Toronto C07,191,232,184,163,159
Toronto C08,179,154,192,174,180
Toronto C09,141,126,147,166,153
Toronto C10,206,206,212,242,198
Toronto C11,188,183,207,126,193
Toronto C12,176,170,200,198,179
Toronto C13,181,202,186,180,153
Toronto C14,184,234,200,227,161
Toronto C15,188,226,207,201,147
Toronto E01,223,226,236,201,200
Toronto E02,205,188,215,200,212
Toronto E03,205,213,199,-,162
Toronto E04,193,199,186,191,187
Toronto E05,189,212,204,196,160
Toronto E06,206,207,210,197,189
Toronto E07,201,230,216,202,172
Toronto E08,190,206,178,190,150
Toronto E09,181,199,184,187,159
Toronto E10,195,196,186,210,136
Toronto E11,183,200,192,155,158
