area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,169,179,192,212,144
Toronto W02,193,196,223,157,143
Toronto W03,200,202,209,-,143
Toronto W04,174,182,183,152,155
Toronto W05,165,181,167,163,139
Toronto W06,161,200,170,188,124
Toronto W07,177,185,177,135,106
Toronto W08,155,171,174,155,138
Toronto W09,169,183,170,167,144
Toronto W10,164,182,176,150,135
Toronto C01,196,199,213,186,193
Toronto C02,191,176,200,189,187
Toronto C03,205,201,213,-,204
Toronto C04,183,190,186,162,150
Toronto C06,195,205,178,0,184
Toronto C07,181,217,176,153,153
Toronto C08,178,157,190,176,179
Toronto C09,135,131,156,167,134
Toronto C10,203,198,204,234,198
Toronto C11,183,185,211,122,181
Toronto C12,169,162,187,195,177
Toronto C13,177,195,179,181,152
Toronto C14,189,229,199,224,170
Toronto C15,189,225,204,199,150
Toronto E01,218,219,229,200,199
Toronto E02,205,187,216,204,207
Toronto E03,191,197,188,-,150
Toronto E04,189,195,189,185,184
Toronto E05,183,205,201,196,151
Toronto E06,203,204,205,190,187
Toronto E07,199,228,217,202,169
Toronto E08,189,204,171,184,147
Toronto E09,177,195,183,186,154
Toronto E10,196,196,187,215,137
Toronto E11,185,206,200,151,150
