area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,170.5,182.6,196.7,204.3,144.1
Toronto W02,198.5,205.3,231.8,155.2,139.0
Toronto W03,198.9,202.0,208.1,-,140.1
Toronto W04,172.5,179.9,179.5,151.6,152.5
Toronto W05,163.9,180.7,166.9,156.8,135.8
Toronto W06,159.5,197.5,169.7,179.4,123.9
Toronto W07,176.0,182.9,175.8,134.8,111.1
Toronto W08,155.6,170.0,175.9,154.3,139.8
Toronto W09,168.4,180.7,167.7,167.4,145.6
Toronto W10,161.2,176.7,171.2,139.8,137.6
Toronto C01,191.0,190.9,204.0,187.6,188.2
Toronto C02,196.8,181.8,209.3,184.6,192.3
Toronto C03,206.5,201.0,216.1,-,205.4
Toronto C04,184.4,191.0,184.4,166.9,152.3
Toronto C06,194.7,203.7,183.5,0.0,182.3
Toronto C07,182.8,218.3,180.4,148.4,156.3
Toronto C08,177.4,157.9,191.5,174.1,177.3
Toronto C09,130.6,125.1,144.1,165.9,131.5
Toronto C10,205.8,202.7,208.7,234.0,200.1
Toronto C11,179.1,177.9,201.7,118.8,181.1
Toronto C12,170.1,164.6,189.2,184.3,180.4
Toronto C13,176.6,195.0,180.9,170.4,154.4
Toronto C14,185.5,230.0,202.0,219.9,164.8
Toronto C15,188.4,219.1,201.8,198.8,152.3
Toronto E01,218.1,215.9,229.8,194.6,200.0
Toronto E02,203.4,186.8,215.7,194.0,200.8
Toronto E03,189.8,195.1,188.9,-,147.9
Toronto E04,186.7,192.7,181.9,180.6,182.3
Toronto E05,183.8,207.0,201.2,192.8,151.2
Toronto E06,194.3,194.3,193.0,-,186.2
Toronto E07,198.1,225.5,217.5,200.1,165.1
Toronto E08,183.3,195.4,162.4,177.8,152.3
Toronto E09,176.5,195.0,179.1,178.3,154.5
Toronto E10,191.1,191.8,184.4,199.3,145.7
Toronto E11,182.2,203.4,198.6,151.4,144.5
