area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,284.8,289.0,306.6,287.1,277.4
Toronto W02,343.7,328.8,372.9,369.3,322.6
Toronto W03,353.5,362.4,356.2,265.1,319.2
Toronto W04,328.0,313.2,301.0,267.3,358.3
Toronto W05,296.4,302.7,280.1,287.6,312.8
Toronto W06,263.1,345.8,282.9,327.4,216.2
Toronto W07,286.3,306.3,270.3,251.7,168.8
Toronto W08,261.6,263.0,261.9,315.1,255.2
Toronto W09,296.7,296.4,252.9,315.2,296.0
Toronto W10,327.4,322.5,318.9,378.5,324.1
Toronto C01,317.4,335.5,324.5,309.3,316.0
Toronto C02,296.8,275.2,303.0,299.1,293.4
Toronto C03,356.5,335.6,360.7,-,384.4
Toronto C04,276.3,280.0,283.2,-,256.2
Toronto C06,302.7,301.9,264.8,284.6,306.5
Toronto C07,287.3,327.3,231.1,287.4,265.4
Toronto C08,285.2,304.8,316.9,307.3,282.1
Toronto C09,201.5,154.4,165.0,278.2,227.6
Toronto C10,300.5,295.6,287.9,272.5,305.6
Toronto C11,300.6,229.8,265.4,267.9,353.0
Toronto C12,248.5,224.1,315.0,227.1,311.0
Toronto C13,289.7,280.8,263.3,276.7,297.3
Toronto C14,290.2,297.3,232.8,334.1,284.0
Toronto C15,278.7,321.2,265.3,308.5,259.6
Toronto E01,390.6,388.4,397.5,450.1,352.5
Toronto E02,324.5,290.0,354.8,350.7,263.2
Toronto E03,323.4,334.1,309.3,-,294.9
Toronto E04,335.6,318.5,335.8,281.3,385.6
Toronto E05,300.0,314.8,305.0,298.5,285.8
Toronto E06,327.6,342.0,341.5,-,261.2
Toronto E07,313.3,315.1,303.7,312.1,312.7
Toronto E08,331.8,321.4,292.9,327.0,353.6
Toronto E09,316.2,319.2,312.8,340.7,310.1
Toronto E10,328.3,316.0,317.1,378.6,302.8
Toronto E11,332.1,337.2,345.9,264.1,379.7
