area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,323.5,344.0,368.1,276.3,309.9
Toronto W02,382.3,366.6,411.1,402.5,361.3
Toronto W03,378.8,387.4,389.6,284.7,356.4
Toronto W04,348.3,332.7,334.5,295.2,376.8
Toronto W05,323.8,326.9,310.9,309.2,350.0
Toronto W06,290.5,381.6,341.9,339.2,238.8
Toronto W07,313.1,333.7,322.0,245.3,189.5
Toronto W08,295.6,306.8,332.1,327.4,280.8
Toronto W09,321.1,327.4,350.6,253.0,327.9
Toronto W10,351.8,331.7,335.5,397.7,364.3
Toronto C01,351.2,421.5,418.5,335.6,345.0
Toronto C02,326.3,316.0,337.1,320.0,319.2
Toronto C03,377.4,361.4,376.0,-,396.4
Toronto C04,297.1,306.8,313.8,-,255.2
Toronto C06,325.9,334.3,306.0,300.2,320.3
Toronto C07,334.0,362.5,286.8,301.4,323.6
Toronto C08,308.2,327.4,339.2,339.8,304.9
Toronto C09,261.4,267.0,267.9,304.7,247.7
Toronto C10,323.7,313.1,304.1,292.2,331.5
Toronto C11,360.2,331.7,362.3,292.8,377.7
Toronto C12,284.3,283.5,335.5,245.3,308.6
Toronto C13,320.4,328.0,310.8,293.5,314.0
Toronto C14,316.6,361.1,277.2,342.4,303.5
Toronto C15,324.2,342.1,287.6,330.5,319.7
Toronto E01,411.6,423.0,430.4,494.3,317.4
Toronto E02,365.5,321.4,389.1,386.4,321.7
Toronto E03,360.0,369.4,349.4,-,328.3
Toronto E04,349.0,335.1,346.7,304.0,394.1
Toronto E05,309.2,331.4,321.7,333.1,274.2
Toronto E06,361.7,374.2,375.3,322.6,307.2
Toronto E07,342.3,346.3,335.2,339.9,339.9
Toronto E08,353.3,351.6,318.7,312.7,367.1
Toronto E09,339.2,339.5,325.1,358.2,337.2
Toronto E10,351.8,340.5,341.9,389.0,327.6
Toronto E11,368.4,358.1,369.5,285.1,455.3
