area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,324.7,342.5,362.9,279.9,313.1
Toronto W02,383.0,362.6,414.9,399.8,362.7
Toronto W03,380.1,386.9,393.3,283.8,357.1
Toronto W04,350.4,332.6,335.6,296.8,382.4
Toronto W05,320.0,325.0,309.0,316.3,333.1
Toronto W06,291.1,378.9,345.2,347.2,239.4
Toronto W07,311.2,330.8,325.1,238.7,185.6
Toronto W08,296.4,303.3,331.3,337.9,283.9
Toronto W09,317.3,324.0,346.7,255.1,322.5
Toronto W10,355.0,332.0,337.4,396.5,370.9
Toronto C01,351.5,410.6,408.8,337.9,346.3
Toronto C02,327.3,315.3,334.5,317.4,323.3
Toronto C03,377.8,357.1,375.7,-,411.0
Toronto C04,302.2,310.5,313.8,-,264.3
Toronto C06,328.1,327.8,305.1,302.9,330.4
Toronto C07,334.3,355.7,283.7,304.2,328.4
Toronto C08,305.6,317.0,330.6,338.4,302.8
Toronto C09,261.8,262.8,264.2,295.4,253.4
Toronto C10,323.4,312.6,306.6,288.4,331.4
Toronto C11,364.9,330.4,356.2,308.8,385.5
Toronto C12,285.8,282.6,332.0,248.0,316.4
Toronto C13,321.5,327.1,312.5,291.1,316.3
Toronto C14,317.3,356.3,273.2,339.7,305.7
Toronto C15,327.1,346.5,293.3,333.0,322.2
Toronto E01,406.0,414.5,423.2,491.8,314.3
Toronto E02,366.7,327.0,390.7,378.3,319.1
Toronto E03,358.3,366.8,348.1,-,329.9
Toronto E04,344.8,329.5,341.3,306.6,391.2
Toronto E05,307.6,324.4,316.3,336.8,275.4
Toronto E06,357.1,368.9,372.7,325.6,305.0
Toronto E07,345.6,345.3,338.2,347.4,346.0
Toronto E08,352.3,347.0,319.2,317.0,371.2
Toronto E09,338.1,334.9,319.5,356.4,340.3
Toronto E10,350.0,339.0,342.1,385.8,330.4
Toronto E11,370.8,354.3,365.3,289.0,468.6
