area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,299.6,307.2,326.0,290.2,291.7
Toronto W02,357.2,347.4,387.3,374.9,334.4
Toronto W03,370.9,382.4,373.0,266.0,328.9
Toronto W04,334.0,328.3,316.1,269.4,353.8
Toronto W05,311.7,318.8,293.1,295.1,335.4
Toronto W06,272.1,361.6,290.8,324.7,224.6
Toronto W07,299.4,321.8,277.5,249.7,177.3
Toronto W08,270.8,273.0,271.8,314.1,265.0
Toronto W09,303.5,302.1,267.6,316.8,304.8
Toronto W10,340.0,334.9,334.5,407.2,334.0
Toronto C01,329.6,346.0,335.2,315.3,328.6
Toronto C02,305.8,290.1,319.8,297.0,298.2
Toronto C03,366.3,351.1,377.3,-,376.6
Toronto C04,276.0,283.2,289.2,-,244.2
Toronto C06,319.3,313.7,266.1,286.1,328.8
Toronto C07,297.2,338.4,240.9,289.0,276.1
Toronto C08,296.6,330.4,337.6,318.0,293.0
Toronto C09,213.8,168.1,181.1,281.6,240.4
Toronto C10,306.1,295.3,288.8,273.2,313.8
Toronto C11,315.3,251.9,289.5,276.3,362.7
Toronto C12,253.5,234.5,331.0,227.1,309.8
Toronto C13,301.2,300.7,280.3,276.6,304.0
Toronto C14,297.6,307.0,245.1,340.5,290.9
Toronto C15,286.5,330.5,274.4,315.4,266.8
Toronto E01,409.9,415.6,419.7,466.8,362.3
Toronto E02,350.5,314.6,385.4,354.9,280.9
Toronto E03,338.0,347.0,326.1,-,310.0
Toronto E04,350.7,338.9,350.7,293.1,395.3
Toronto E05,311.8,331.5,319.6,311.9,290.8
Toronto E06,343.3,359.8,359.6,-,270.6
Toronto E07,324.4,328.5,320.1,321.6,322.0
Toronto E08,344.5,337.8,297.8,339.9,359.2
Toronto E09,328.1,335.2,328.7,345.0,318.8
Toronto E10,341.4,331.4,336.6,379.5,314.8
Toronto E11,356.9,360.8,373.9,270.9,414.8
