area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,250.5,239.8,259.5,249.7,252.3
Toronto W02,281.1,270.3,306.3,272.1,278.0
Toronto W03,284.7,285.7,280.2,266.1,278.9
Toronto W04,258.3,255.5,246.3,225.1,268.8
Toronto W05,239.3,240.7,222.0,237.9,256.5
Toronto W06,212.0,275.0,222.7,295.0,178.7
Toronto W07,234.8,249.8,219.6,-,148.5
Toronto W08,219.6,213.6,210.1,245.1,222.9
Toronto W09,241.2,230.7,204.1,265.4,250.4
Toronto W10,247.6,248.0,252.0,219.8,253.2
Toronto C01,287.1,309.2,291.2,278.3,286.2
Toronto C02,262.7,237.1,267.7,270.5,261.5
Toronto C03,299.7,276.6,292.7,-,340.2
Toronto C04,251.9,254.2,257.1,0.0,236.9
Toronto C06,270.6,251.4,208.8,244.4,290.8
Toronto C07,253.0,282.9,204.4,241.9,240.4
Toronto C08,274.6,286.8,284.4,282.6,273.6
Toronto C09,190.6,139.1,153.1,308.8,216.5
Toronto C10,275.6,262.5,252.4,275.3,283.7
Toronto C11,269.4,211.0,243.9,229.6,315.1
Toronto C12,220.3,201.2,255.9,204.8,281.3
Toronto C13,243.9,248.0,221.4,235.9,242.1
Toronto C14,261.4,273.0,224.4,317.2,253.8
Toronto C15,243.8,282.6,231.3,281.4,223.6
Toronto E01,335.8,328.6,337.6,392.7,316.8
Toronto E02,275.7,238.4,291.4,317.4,255.7
Toronto E03,259.1,266.3,245.3,-,248.0
Toronto E04,261.6,243.4,253.0,252.0,300.1
Toronto E05,242.2,252.1,245.6,249.6,228.1
Toronto E06,261.7,263.6,263.1,0.0,246.9
Toronto E07,264.7,268.7,256.6,264.7,263.6
Toronto E08,265.5,249.7,224.7,266.2,294.7
Toronto E09,249.3,241.9,232.3,279.7,253.1
Toronto E10,259.6,246.7,242.0,310.8,259.1
Toronto E11,264.5,264.1,259.0,203.7,315.8
