area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,225.0,218.9,237.1,233.4,223.7
Toronto W02,263.4,255.6,293.4,249.8,250.8
Toronto W03,267.2,271.1,263.4,247.0,247.0
Toronto W04,241.8,245.0,232.9,215.9,240.6
Toronto W05,233.4,239.2,219.5,223.8,249.6
Toronto W06,197.6,259.4,209.1,256.6,166.2
Toronto W07,220.5,234.1,204.4,0.0,145.1
Toronto W08,205.2,204.8,201.1,212.4,205.4
Toronto W09,221.9,220.4,197.8,251.2,217.4
Toronto W10,233.4,239.1,242.1,216.4,231.1
Toronto C01,276.8,283.9,275.7,264.2,276.5
Toronto C02,246.5,222.1,251.4,260.5,243.9
Toronto C03,285.6,265.2,280.8,-,323.4
Toronto C04,247.0,250.5,252.2,306.1,227.1
Toronto C06,271.0,265.0,226.4,231.5,280.4
Toronto C07,252.4,296.4,214.0,229.6,229.8
Toronto C08,249.3,249.1,245.7,259.7,249.0
Toronto C09,173.2,138.4,151.6,276.9,192.6
Toronto C10,255.4,249.5,238.7,256.0,260.7
Toronto C11,247.6,205.0,233.9,225.3,282.1
Toronto C12,219.1,201.3,260.1,216.1,268.3
Toronto C13,242.4,256.8,230.0,244.7,228.6
Toronto C14,259.5,292.7,232.8,307.1,245.2
Toronto C15,244.7,302.3,249.7,271.2,214.2
Toronto E01,309.3,305.2,312.1,363.0,286.2
Toronto E02,271.6,236.2,285.2,301.8,253.0
Toronto E03,252.5,260.9,244.5,-,222.7
Toronto E04,251.0,240.2,253.0,236.2,276.8
Toronto E05,243.8,252.3,243.6,248.7,231.5
Toronto E06,247.1,247.7,246.6,239.0,239.5
Toronto E07,255.0,263.9,254.1,253.8,247.4
Toronto E08,248.5,240.4,211.1,248.6,264.8
Toronto E09,238.9,237.7,228.9,268.5,236.4
Toronto E10,248.9,240.8,225.5,292.8,236.1
Toronto E11,253.9,263.0,254.8,202.1,279.6
