area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,251.1,247.0,266.7,258.0,248.2
Toronto W02,272.7,259.2,295.0,270.6,273.2
Toronto W03,287.1,289.4,282.8,274.9,273.1
Toronto W04,258.0,259.2,246.1,233.3,260.9
Toronto W05,239.7,241.5,221.5,232.1,261.9
Toronto W06,210.3,275.8,224.3,295.8,175.7
Toronto W07,233.9,248.2,220.1,-,155.9
Toronto W08,221.8,214.5,212.4,243.8,226.5
Toronto W09,236.4,228.3,207.1,274.0,239.9
Toronto W10,239.7,246.4,246.9,211.6,239.2
Toronto C01,284.0,279.4,271.3,272.6,284.5
Toronto C02,262.1,233.9,274.0,277.5,258.3
Toronto C03,293.0,270.6,286.9,-,335.0
Toronto C04,246.5,248.4,248.1,309.8,233.0
Toronto C06,278.4,268.4,210.8,247.8,291.4
Toronto C07,260.4,300.5,215.6,243.8,241.2
Toronto C08,262.1,273.9,270.3,267.0,261.3
Toronto C09,185.4,139.9,154.0,295.2,210.0
Toronto C10,267.3,250.3,237.5,271.4,277.4
Toronto C11,265.1,213.4,236.6,217.9,307.3
Toronto C12,219.6,199.7,260.3,211.1,277.1
Toronto C13,246.1,248.8,222.5,239.3,245.2
Toronto C14,264.0,289.4,236.6,319.1,252.3
Toronto C15,247.6,295.6,244.8,286.5,221.9
Toronto E01,333.1,327.4,341.7,374.7,303.1
Toronto E02,287.3,251.1,301.3,304.8,269.1
Toronto E03,268.4,275.0,258.3,-,250.3
Toronto E04,258.7,244.4,252.5,251.0,288.6
Toronto E05,247.6,257.3,250.6,250.5,236.0
Toronto E06,259.6,259.4,262.2,252.4,256.8
Toronto E07,260.8,263.3,252.0,260.6,260.5
Toronto E08,260.7,249.7,226.6,267.1,279.3
Toronto E09,250.1,244.3,235.6,282.3,251.9
Toronto E10,260.5,248.5,243.9,310.4,258.1
Toronto E11,258.6,262.7,261.0,198.0,295.9
