area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,266.7,251.5,269.3,261.8,272.9
Toronto W02,295.5,279.6,319.3,281.2,300.2
Toronto W03,299.1,300.6,292.3,277.7,302.1
Toronto W04,273.0,265.9,253.4,240.0,288.1
Toronto W05,263.0,259.6,238.5,254.7,294.3
Toronto W06,226.9,287.8,238.8,293.1,195.1
Toronto W07,246.0,258.6,233.0,-,164.1
Toronto W08,234.7,217.2,222.4,253.4,246.9
Toronto W09,253.5,237.1,206.0,285.4,268.7
Toronto W10,270.2,262.4,267.5,242.0,282.5
Toronto C01,316.0,314.0,298.0,289.6,317.8
Toronto C02,277.5,240.6,275.3,271.3,283.4
Toronto C03,304.2,281.8,299.0,-,339.9
Toronto C04,247.3,246.4,244.7,-,243.7
Toronto C06,289.2,253.4,218.6,251.2,321.2
Toronto C07,264.1,282.5,200.2,253.3,257.8
Toronto C08,290.1,297.2,288.9,285.3,290.1
Toronto C09,198.2,146.7,159.4,308.1,224.5
Toronto C10,288.9,268.9,251.4,286.1,299.9
Toronto C11,278.1,218.6,252.0,227.3,323.0
Toronto C12,219.4,201.1,247.7,202.8,275.3
Toronto C13,255.6,243.0,219.2,237.2,269.6
Toronto C14,275.4,266.2,210.9,290.0,276.1
Toronto C15,247.9,291.1,238.5,265.7,232.9
Toronto E01,354.6,344.5,353.1,396.3,351.6
Toronto E02,301.7,263.2,319.7,320.5,279.8
Toronto E03,278.2,284.0,265.0,-,275.0
Toronto E04,278.6,252.7,265.3,264.0,329.4
Toronto E05,255.4,261.2,253.0,263.7,246.8
Toronto E06,270.3,268.9,269.2,-,271.6
Toronto E07,272.9,271.7,261.2,273.3,275.9
Toronto E08,278.9,257.5,229.8,286.0,316.1
Toronto E09,269.2,256.9,247.8,299.9,277.5
Toronto E10,267.2,250.4,249.0,322.7,278.0
Toronto E11,280.0,277.0,277.6,220.4,330.0
