area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,266.3,252.5,269.8,270.3,270.3
Toronto W02,287.9,266.8,306.1,281.1,306.5
Toronto W03,294.4,294.8,286.5,271.7,305.1
Toronto W04,268.2,257.9,245.8,241.2,288.6
Toronto W05,251.3,250.8,230.1,251.7,271.8
Toronto W06,221.0,282.3,230.1,293.6,190.2
Toronto W07,243.6,255.9,225.3,-,163.8
Toronto W08,232.1,219.1,215.3,261.5,240.7
Toronto W09,251.3,238.3,215.2,287.6,259.4
Toronto W10,262.6,256.8,260.6,227.2,274.6
Toronto C01,309.2,312.9,298.1,283.7,310.3
Toronto C02,278.8,237.6,273.2,273.0,286.7
Toronto C03,306.0,280.1,299.9,-,349.1
Toronto C04,247.1,245.9,252.9,0.0,243.3
Toronto C06,281.8,257.5,209.9,246.2,306.2
Toronto C07,259.7,284.3,201.2,244.6,250.4
Toronto C08,284.5,289.2,284.7,285.1,284.2
Toronto C09,196.8,142.3,155.0,308.9,225.0
Toronto C10,286.1,258.6,246.0,281.2,300.7
Toronto C11,273.3,212.7,246.3,229.3,319.1
Toronto C12,222.4,207.1,262.4,200.9,276.6
Toronto C13,252.7,252.8,226.5,236.4,255.4
Toronto C14,275.8,266.9,216.5,295.9,275.9
Toronto C15,247.8,283.7,232.1,276.8,232.9
Toronto E01,351.0,338.2,349.8,402.3,345.3
Toronto E02,290.9,251.8,306.4,326.7,279.0
Toronto E03,271.9,277.6,255.5,-,271.2
Toronto E04,272.4,254.6,264.3,267.5,307.9
Toronto E05,251.1,257.2,247.3,256.5,242.9
Toronto E06,274.1,273.3,276.1,0.0,272.8
Toronto E07,267.1,269.8,259.5,265.4,267.5
Toronto E08,277.9,260.4,230.3,284.1,308.6
Toronto E09,262.7,255.3,245.5,294.6,266.2
Toronto E10,266.6,253.1,248.5,317.2,270.6
Toronto E11,272.0,276.1,275.7,218.8,306.0
