area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,262.6,242.1,259.3,259.5,271.5
Toronto W02,291.5,276.4,314.7,275.0,299.2
Toronto W03,293.8,295.3,286.1,270.7,300.1
Toronto W04,268.2,259.4,247.9,240.3,285.0
Toronto W05,255.6,252.9,232.5,250.6,283.5
Toronto W06,223.4,285.3,231.7,291.7,191.9
Toronto W07,245.2,258.9,226.6,-,159.3
Toronto W08,233.2,219.0,216.9,258.5,242.9
Toronto W09,252.0,238.3,207.2,284.8,263.0
Toronto W10,266.1,259.3,262.7,234.5,278.5
Toronto C01,311.3,309.7,293.5,285.9,313.0
Toronto C02,275.9,238.4,273.7,265.6,281.3
Toronto C03,304.0,283.1,302.4,-,337.6
Toronto C04,244.7,243.1,244.0,-,243.1
Toronto C06,281.7,251.5,211.6,253.8,309.7
Toronto C07,261.3,279.4,198.1,255.5,254.5
Toronto C08,290.8,290.5,285.4,281.6,291.3
Toronto C09,193.3,138.6,153.5,297.9,222.5
Toronto C10,282.8,254.6,241.4,274.8,297.3
Toronto C11,272.4,209.1,238.3,223.7,320.3
Toronto C12,219.4,203.1,255.6,197.4,277.7
Toronto C13,256.7,251.5,227.6,236.0,264.1
Toronto C14,274.1,264.2,211.8,302.6,273.7
Toronto C15,247.9,278.3,225.3,272.8,236.2
Toronto E01,355.1,342.8,355.0,400.7,348.3
Toronto E02,296.4,256.6,313.9,323.7,284.5
Toronto E03,269.6,274.4,252.4,-,276.3
Toronto E04,273.8,253.2,265.8,266.2,314.6
Toronto E05,253.8,258.0,248.5,258.8,248.3
Toronto E06,270.9,267.2,266.8,-,283.0
Toronto E07,272.0,270.0,259.5,273.7,274.9
Toronto E08,275.0,255.4,227.1,285.8,308.5
Toronto E09,264.9,255.2,244.8,296.5,270.4
Toronto E10,267.9,255.4,250.0,312.1,266.7
Toronto E11,281.2,277.1,277.9,219.5,333.6
