area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,263.0,250.7,269.7,265.9,265.8
Toronto W02,294.5,283.5,319.0,279.2,294.2
Toronto W03,297.8,299.4,293.0,270.0,295.7
Toronto W04,274.2,264.6,254.9,242.3,291.4
Toronto W05,265.5,264.5,242.5,253.7,296.6
Toronto W06,227.8,285.6,236.1,297.8,196.9
Toronto W07,244.5,257.8,230.9,-,164.3
Toronto W08,234.7,219.2,219.8,258.2,245.0
Toronto W09,256.6,240.6,214.4,287.1,270.8
Toronto W10,270.1,263.0,268.6,233.7,283.2
Toronto C01,320.1,321.3,300.8,284.3,322.5
Toronto C02,283.7,242.6,276.2,269.6,293.1
Toronto C03,305.4,283.4,299.3,-,342.9
Toronto C04,249.6,249.5,248.2,-,243.9
Toronto C06,290.0,260.3,228.4,254.4,316.4
Toronto C07,266.1,288.7,205.6,254.9,257.6
Toronto C08,290.7,294.8,286.6,288.7,290.9
Toronto C09,199.8,143.7,156.7,303.2,231.4
Toronto C10,291.5,271.8,257.7,282.2,302.6
Toronto C11,281.6,216.8,249.6,232.8,330.1
Toronto C12,220.2,199.9,256.5,207.0,278.2
Toronto C13,256.5,241.5,221.5,242.7,270.8
Toronto C14,274.7,266.0,211.7,292.3,274.9
Toronto C15,249.2,290.8,236.9,268.4,234.5
Toronto E01,356.2,348.1,357.5,398.8,345.4
Toronto E02,299.4,256.5,315.0,325.6,294.1
Toronto E03,281.7,285.3,266.8,-,289.1
Toronto E04,283.7,257.6,269.0,262.9,337.0
Toronto E05,255.9,262.3,252.2,262.1,248.1
Toronto E06,276.3,274.4,275.4,-,280.7
Toronto E07,279.2,277.2,265.2,275.8,282.8
Toronto E08,282.2,261.5,232.3,285.9,320.2
Toronto E09,273.5,259.8,249.7,298.3,284.1
Toronto E10,272.6,254.2,250.2,331.4,289.2
Toronto E11,281.7,279.9,281.1,221.2,330.3
