area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,259.7,248.9,266.5,262.6,262.2
Toronto W02,295.9,283.2,317.6,281.7,299.5
Toronto W03,297.9,300.5,291.2,268.6,297.3
Toronto W04,273.4,265.3,255.7,240.8,289.0
Toronto W05,266.9,263.4,241.8,255.5,301.6
Toronto W06,230.5,288.5,238.9,292.5,200.2
Toronto W07,245.9,258.1,231.8,-,167.5
Toronto W08,235.8,219.0,220.7,259.1,247.1
Toronto W09,255.5,237.6,218.1,283.3,272.1
Toronto W10,269.7,262.5,269.7,243.2,281.0
Toronto C01,321.5,306.3,293.3,287.3,324.7
Toronto C02,284.0,245.3,278.9,277.4,291.1
Toronto C03,306.4,285.7,301.1,-,340.9
Toronto C04,249.1,250.7,252.1,-,241.2
Toronto C06,292.2,263.6,236.7,255.5,317.8
Toronto C07,266.4,291.3,207.8,255.8,256.8
Toronto C08,291.9,293.6,287.6,288.6,292.1
Toronto C09,202.0,147.9,163.8,299.8,232.0
Toronto C10,290.4,264.6,251.2,288.3,303.5
Toronto C11,284.6,220.9,255.2,222.3,333.1
Toronto C12,222.6,204.0,260.4,200.0,281.2
Toronto C13,258.6,250.1,226.9,237.4,269.7
Toronto C14,276.8,263.5,211.6,303.3,277.2
Toronto C15,253.2,289.0,237.5,268.6,241.0
Toronto E01,358.9,345.2,357.4,410.8,352.1
Toronto E02,298.8,256.8,315.8,331.5,285.3
Toronto E03,284.4,288.6,270.6,-,283.5
Toronto E04,286.0,262.2,273.8,263.0,335.3
Toronto E05,258.1,263.2,253.2,264.7,251.3
Toronto E06,276.1,274.7,272.5,-,278.0
Toronto E07,282.1,277.9,267.3,275.3,287.9
Toronto E08,282.2,262.5,232.9,287.4,318.6
Toronto E09,274.6,263.0,255.2,299.7,283.1
Toronto E10,271.8,255.2,249.4,324.3,284.6
Toronto E11,280.7,279.4,282.2,225.7,323.0
