area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,161.9,159.5,166.7,208.2,144.0
Toronto W02,178.6,179.4,199.9,133.5,115.0
Toronto W03,154.1,154.6,157.9,-,134.1
Toronto W04,136.7,142.9,136.6,137.4,124.3
Toronto W05,131.7,138.6,131.9,128.6,121.9
Toronto W06,146.4,163.7,149.8,152.6,130.3
Toronto W07,147.9,157.0,149.9,122.8,109.1
Toronto W08,139.9,151.1,154.1,133.1,127.7
Toronto W09,131.3,152.7,135.9,142.5,99.7
Toronto W10,131.1,140.5,138.2,112.1,120.6
Toronto C01,181.9,201.2,201.6,171.6,179.1
Toronto C02,171.8,161.1,177.6,178.6,168.8
Toronto C03,163.8,160.5,167.3,-,170.5
Toronto C04,156.1,157.5,154.8,151.0,151.4
Toronto C06,159.5,164.4,153.7,135.5,151.4
Toronto C07,156.3,171.8,160.3,127.2,148.9
Toronto C08,167.7,158.4,157.3,175.1,169.2
Toronto C09,133.7,126.5,143.7,170.4,136.2
Toronto C10,173.8,159.2,168.7,221.4,175.9
Toronto C11,137.0,155.1,164.5,114.0,122.0
Toronto C12,152.2,147.3,159.3,139.1,170.8
Toronto C13,149.8,160.3,156.2,162.7,138.4
Toronto C14,166.7,182.3,185.8,188.9,159.2
Toronto C15,154.5,177.7,161.5,165.9,127.8
Toronto E01,180.7,180.3,180.3,183.1,188.6
Toronto E02,167.9,164.0,173.4,166.5,167.8
Toronto E03,163.3,169.5,154.4,-,139.3
Toronto E04,148.9,157.3,152.6,153.8,136.8
Toronto E05,143.1,158.7,156.7,140.4,127.3
Toronto E06,169.1,169.9,171.9,-,153.1
Toronto E07,149.6,161.0,159.3,151.5,128.0
Toronto E08,147.4,160.9,152.8,146.3,120.0
Toronto E09,140.9,150.2,146.7,131.5,132.0
Toronto E10,146.7,149.4,152.1,139.5,98.3
Toronto E11,137.9,152.1,144.3,108.3,120.1
