area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.2,160.1,165.2,194.8,140.6
Toronto W02,163.0,161.4,182.5,128.1,110.3
Toronto W03,146.9,147.8,150.0,-,131.9
Toronto W04,133.3,139.4,133.6,134.0,120.7
Toronto W05,126.1,133.1,126.4,125.5,114.0
Toronto W06,144.6,155.7,143.6,149.3,135.5
Toronto W07,142.2,151.7,145.2,115.8,106.3
Toronto W08,136.3,148.3,150.6,129.8,123.2
Toronto W09,123.8,149.8,132.8,143.8,85.3
Toronto W10,127.5,131.8,130.1,109.2,124.7
Toronto C01,173.5,194.6,195.3,166.2,169.8
Toronto C02,163.4,155.4,174.4,170.7,155.6
Toronto C03,154.4,152.4,156.7,-,155.7
Toronto C04,153.2,154.1,153.2,153.7,150.1
Toronto C06,155.0,156.1,141.7,139.6,154.9
Toronto C07,156.1,163.8,152.4,130.7,154.1
Toronto C08,163.1,156.2,156.7,173.4,164.2
Toronto C09,132.5,129.8,147.4,161.1,131.0
Toronto C10,165.2,147.6,157.3,206.3,169.6
Toronto C11,136.4,154.6,166.0,110.0,121.2
Toronto C12,146.3,140.8,151.9,137.6,165.1
Toronto C13,139.8,148.3,144.9,143.1,131.2
Toronto C14,160.7,174.4,181.8,186.3,153.8
Toronto C15,152.2,160.7,152.8,156.5,141.7
Toronto E01,175.2,174.3,175.1,177.6,194.6
Toronto E02,161.1,156.7,165.7,148.6,157.0
Toronto E03,153.4,158.1,147.9,-,129.5
Toronto E04,145.3,149.1,145.7,140.7,145.9
Toronto E05,137.8,153.8,152.5,139.0,119.9
Toronto E06,153.9,153.9,156.5,-,143.1
Toronto E07,143.6,153.5,152.1,139.4,122.5
Toronto E08,134.5,147.0,138.3,134.1,109.0
Toronto E09,134.6,141.5,139.6,125.8,128.1
Toronto E10,137.5,140.8,143.0,127.8,88.0
Toronto E11,131.9,142.4,137.2,110.3,119.8
