area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.2,153.6,162.4,218.3,143.3
Toronto W02,170.5,168.1,191.1,133.7,113.1
Toronto W03,153.9,154.8,160.3,-,123.5
Toronto W04,134.4,142.8,139.1,144.2,113.9
Toronto W05,137.2,141.8,134.1,141.3,133.0
Toronto W06,144.8,159.4,146.2,156.8,131.1
Toronto W07,144.5,151.6,146.4,130.1,101.9
Toronto W08,137.6,148.1,152.7,140.1,124.4
Toronto W09,137.4,153.3,140.7,149.2,111.6
Toronto W10,135.5,145.3,143.2,111.1,125.7
Toronto C01,175.1,192.8,194.7,164.2,172.2
Toronto C02,162.7,154.5,169.9,162.4,158.2
Toronto C03,165.0,161.5,169.8,-,170.8
Toronto C04,150.8,152.7,153.6,144.6,142.6
Toronto C06,157.0,159.5,153.1,130.9,154.3
Toronto C07,150.2,166.2,155.1,123.8,141.4
Toronto C08,158.0,148.8,153.3,165.3,159.0
Toronto C09,128.1,116.7,133.4,150.3,137.7
Toronto C10,171.5,155.6,162.8,207.4,176.0
Toronto C11,131.2,141.1,156.0,111.8,121.1
Toronto C12,145.5,137.4,154.2,142.4,169.2
Toronto C13,143.1,149.3,142.8,137.5,137.2
Toronto C14,160.5,174.9,178.6,197.9,152.4
Toronto C15,151.1,164.6,152.1,161.2,134.4
Toronto E01,175.2,170.8,178.4,187.6,179.7
Toronto E02,160.0,152.7,166.4,152.9,162.5
Toronto E03,151.2,151.0,153.4,-,136.9
Toronto E04,149.9,153.3,150.4,154.5,150.4
Toronto E05,141.7,153.2,151.2,144.5,128.8
Toronto E06,163.7,163.3,167.6,-,150.9
Toronto E07,149.7,155.6,154.5,158.3,136.2
Toronto E08,143.6,155.4,149.0,148.1,117.8
Toronto E09,138.9,147.0,140.4,130.5,131.3
Toronto E10,144.3,146.8,147.0,141.6,99.1
Toronto E11,137.8,150.0,140.5,119.6,121.7
