area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.9,158.7,162.9,206.8,141.7
Toronto W02,174.0,175.1,195.3,132.0,114.1
Toronto W03,153.5,154.3,158.7,-,131.1
Toronto W04,137.0,143.1,137.5,138.7,124.6
Toronto W05,132.3,139.3,133.0,127.8,120.9
Toronto W06,144.4,160.5,149.5,149.0,129.2
Toronto W07,146.3,155.6,151.4,119.0,105.9
Toronto W08,138.8,149.6,153.8,130.9,126.8
Toronto W09,134.0,151.1,132.5,143.3,109.0
Toronto W10,130.9,137.7,137.3,118.6,123.4
Toronto C01,177.4,193.8,193.9,169.7,174.6
Toronto C02,170.4,162.5,170.0,175.7,165.2
Toronto C03,163.6,159.8,165.0,-,171.1
Toronto C04,156.4,157.5,155.7,152.3,152.6
Toronto C06,159.7,164.7,149.6,135.5,151.9
Toronto C07,157.6,171.2,157.5,127.4,152.0
Toronto C08,167.3,157.1,159.0,175.5,168.8
Toronto C09,136.9,129.2,146.3,166.0,140.9
Toronto C10,169.1,151.8,162.1,215.3,173.5
Toronto C11,137.4,155.7,166.5,113.3,122.0
Toronto C12,153.5,149.0,161.3,133.6,174.0
Toronto C13,147.7,160.0,156.5,162.6,134.6
Toronto C14,164.2,180.0,181.7,187.9,156.5
Toronto C15,154.3,174.3,164.9,165.8,128.9
Toronto E01,180.5,180.5,181.4,183.1,192.3
Toronto E02,167.0,162.2,170.8,163.6,170.3
Toronto E03,160.6,165.1,154.6,-,139.7
Toronto E04,147.5,156.6,149.9,152.7,134.6
Toronto E05,145.3,158.7,156.7,143.3,131.8
Toronto E06,165.9,166.0,168.8,-,155.9
Toronto E07,149.2,158.2,157.0,148.6,128.3
Toronto E08,146.0,158.2,150.2,144.2,121.8
Toronto E09,139.6,149.3,144.1,135.2,129.9
Toronto E10,146.5,149.5,151.5,136.5,99.9
Toronto E11,132.4,145.0,138.5,110.4,115.9
