area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,163.4,164.8,170.7,195.5,144.6
Toronto W02,170.4,170.7,190.7,127.7,115.6
Toronto W03,151.4,151.5,156.0,-,135.9
Toronto W04,135.5,140.5,135.5,133.3,125.8
Toronto W05,128.7,136.1,129.3,123.0,118.0
Toronto W06,139.3,157.5,146.7,141.5,122.2
Toronto W07,143.8,152.8,148.8,118.8,105.0
Toronto W08,137.5,148.9,151.5,123.5,125.9
Toronto W09,133.5,150.3,132.7,148.0,108.6
Toronto W10,129.2,132.9,132.1,125.9,124.7
Toronto C01,177.8,194.2,194.8,163.7,175.3
Toronto C02,164.1,160.2,167.3,171.4,155.0
Toronto C03,160.5,157.4,163.0,-,163.8
Toronto C04,153.5,154.1,154.4,150.5,150.9
Toronto C06,157.9,161.0,145.1,135.9,154.1
Toronto C07,154.4,167.1,153.4,127.4,149.4
Toronto C08,163.8,153.8,155.4,186.1,164.7
Toronto C09,135.7,130.0,147.6,161.2,138.1
Toronto C10,165.1,150.2,160.5,218.8,166.9
Toronto C11,135.3,156.3,166.7,110.5,118.0
Toronto C12,149.2,145.2,156.5,134.6,165.9
Toronto C13,145.6,154.4,151.0,156.5,136.1
Toronto C14,163.0,179.3,179.3,180.4,155.9
Toronto C15,150.9,169.3,158.9,160.5,127.5
Toronto E01,174.0,174.3,172.5,184.3,192.5
Toronto E02,163.9,159.9,168.5,156.9,158.1
Toronto E03,158.0,163.9,150.4,-,132.4
Toronto E04,145.2,155.0,150.3,147.2,130.5
Toronto E05,143.8,157.6,155.6,141.4,130.4
Toronto E06,160.1,161.1,160.6,-,143.7
Toronto E07,147.1,156.9,156.1,143.6,126.0
Toronto E08,141.1,152.6,141.0,139.2,119.1
Toronto E09,137.9,146.0,143.1,127.1,130.3
Toronto E10,141.6,144.9,147.3,128.5,98.8
Toronto E11,132.0,142.4,136.7,112.2,120.3
