area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,163.5,160.7,169.1,204.8,147.8
Toronto W02,173.9,173.4,193.6,135.0,117.7
Toronto W03,154.1,154.9,157.5,-,133.6
Toronto W04,137.8,144.3,138.9,138.5,124.3
Toronto W05,133.5,140.9,133.3,128.5,124.3
Toronto W06,147.3,165.3,154.0,153.3,130.1
Toronto W07,149.6,158.2,154.2,126.9,105.8
Toronto W08,139.6,149.8,156.9,135.2,127.8
Toronto W09,134.9,152.8,135.6,142.8,108.5
Toronto W10,134.4,144.1,143.0,112.7,124.5
Toronto C01,178.7,194.9,194.8,176.9,176.2
Toronto C02,169.7,157.2,172.5,177.2,169.8
Toronto C03,160.9,157.6,163.6,-,168.1
Toronto C04,155.8,156.9,156.5,149.8,151.3
Toronto C06,160.4,163.7,151.1,136.3,155.9
Toronto C07,154.0,170.0,156.3,129.0,145.8
Toronto C08,165.4,162.1,162.3,165.5,166.3
Toronto C09,140.9,124.5,140.0,165.2,143.1
Toronto C10,170.4,156.3,163.7,221.6,172.2
Toronto C11,139.5,150.5,160.3,118.4,122.8
Toronto C12,150.9,144.8,157.4,145.3,170.0
Toronto C13,145.9,155.0,151.5,172.4,134.9
Toronto C14,160.8,177.4,179.8,187.1,152.5
Toronto C15,153.3,173.1,157.9,165.5,130.2
Toronto E01,179.3,178.9,179.3,189.1,184.4
Toronto E02,166.5,161.9,172.3,153.4,169.1
Toronto E03,160.4,164.7,153.0,-,141.2
Toronto E04,149.3,156.0,153.9,155.5,139.9
Toronto E05,143.7,157.0,155.3,145.5,128.9
Toronto E06,168.7,169.6,170.9,-,153.7
Toronto E07,150.1,157.5,158.0,153.5,131.4
Toronto E08,148.3,161.4,153.8,150.1,122.3
Toronto E09,140.1,148.6,144.3,132.3,131.8
Toronto E10,149.1,152.3,152.3,140.9,101.6
Toronto E11,139.3,153.0,145.7,111.7,121.5
