area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,166.0,169.4,180.2,211.3,142.0
Toronto W02,190.4,192.6,215.6,151.4,136.4
Toronto W03,181.5,185.8,186.0,-,137.5
Toronto W04,159.6,167.5,162.7,141.6,143.2
Toronto W05,148.5,163.7,151.2,136.0,126.7
Toronto W06,153.2,183.3,155.4,163.3,126.9
Toronto W07,166.5,172.5,161.8,139.0,112.7
Toronto W08,148.3,161.2,164.2,146.9,133.6
Toronto W09,152.7,168.3,157.3,142.4,126.4
Toronto W10,151.0,165.5,161.9,142.5,126.6
Toronto C01,187.4,200.5,209.7,179.5,183.3
Toronto C02,186.8,170.4,195.5,186.8,184.9
Toronto C03,187.8,184.4,189.4,-,195.3
Toronto C04,167.4,171.2,170.2,150.8,149.4
Toronto C06,181.1,182.6,157.2,144.7,183.4
Toronto C07,167.2,193.6,167.2,138.3,148.3
Toronto C08,175.0,159.4,187.1,188.0,173.8
Toronto C09,132.8,124.5,145.0,181.4,135.8
Toronto C10,190.1,178.4,180.4,233.8,194.7
Toronto C11,167.9,167.3,192.5,124.1,168.1
Toronto C12,159.5,148.5,171.9,182.2,184.5
Toronto C13,161.1,174.2,161.9,175.7,145.1
Toronto C14,180.1,206.6,191.2,217.0,167.0
Toronto C15,172.0,196.9,181.6,180.8,143.9
Toronto E01,201.6,199.7,210.4,215.3,182.1
Toronto E02,190.3,174.8,198.9,171.5,184.0
Toronto E03,169.0,171.6,169.0,-,139.1
Toronto E04,175.2,182.5,175.3,169.5,169.0
Toronto E05,167.9,190.8,186.4,169.9,141.0
Toronto E06,182.7,183.8,189.4,-,166.6
Toronto E07,180.9,201.2,190.2,181.4,158.6
Toronto E08,163.4,175.7,162.5,166.5,136.7
Toronto E09,161.5,177.8,165.3,157.4,142.3
Toronto E10,171.5,172.6,169.8,176.5,129.5
Toronto E11,161.8,181.8,173.6,128.3,132.2
