area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,164.4,167.4,175.6,214.2,140.8
Toronto W02,191.8,195.7,218.6,148.0,132.1
Toronto W03,176.7,180.4,182.2,-,134.8
Toronto W04,154.4,164.2,160.2,140.9,131.6
Toronto W05,147.2,162.2,150.1,141.9,122.6
Toronto W06,152.5,185.3,152.5,158.2,125.0
Toronto W07,168.7,176.2,161.0,138.1,114.0
Toronto W08,148.5,162.2,165.0,144.1,133.2
Toronto W09,155.1,170.2,154.7,141.0,131.2
Toronto W10,146.4,158.6,154.9,128.8,128.1
Toronto C01,187.4,202.9,210.6,174.7,183.6
Toronto C02,183.1,166.9,186.6,178.0,184.6
Toronto C03,183.8,181.1,185.9,-,184.7
Toronto C04,169.1,175.1,173.7,157.9,142.3
Toronto C06,180.6,184.7,158.4,156.7,177.9
Toronto C07,168.4,193.6,164.8,146.8,150.5
Toronto C08,173.6,155.6,184.1,186.5,172.5
Toronto C09,135.8,124.4,145.1,171.1,143.7
Toronto C10,191.0,179.3,182.8,222.8,196.5
Toronto C11,161.0,165.3,189.8,115.2,156.8
Toronto C12,157.1,150.2,176.0,164.2,175.4
Toronto C13,162.9,176.8,163.3,157.9,147.1
Toronto C14,175.6,200.2,187.1,241.4,161.5
Toronto C15,168.8,191.9,176.9,181.8,140.8
Toronto E01,205.2,204.0,212.9,217.8,183.0
Toronto E02,189.5,176.3,198.9,173.4,179.6
Toronto E03,173.7,176.9,174.2,-,137.7
Toronto E04,175.1,182.8,176.6,168.6,171.3
Toronto E05,165.7,188.1,185.6,165.1,140.4
Toronto E06,186.2,186.8,192.7,-,164.1
Toronto E07,177.4,194.7,188.6,178.6,154.0
Toronto E08,163.3,177.6,164.1,163.4,133.9
Toronto E09,159.6,175.0,165.0,152.3,142.2
Toronto E10,167.2,169.5,165.7,167.9,126.4
Toronto E11,158.0,176.2,169.8,127.2,132.8
