area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,308.4,412.7,411.9,352.2,366.1
Toronto W02,409.8,425.3,467.2,432.9,424.7
Toronto W03,452.0,433.7,462.6,424.7,439.2
Toronto W04,398.7,380.2,397.6,356.1,553.0
Toronto W05,429.4,370.1,362.3,394.5,631.2
Toronto W06,372.7,426.2,410.8,423.3,351.4
Toronto W07,337.0,356.2,351.8,464.3,153.1
Toronto W08,289.4,354.8,367.3,360.7,335.6
Toronto W09,390.9,372.2,417.3,336.3,452.0
Toronto W10,414.6,370.6,401.3,474.7,548.3
Toronto C01,369.6,433.1,402.1,417.5,398.3
Toronto C02,358.5,362.7,386.5,345.1,321.7
Toronto C03,315.7,324.5,471.5,-,356.8
Toronto C04,345.4,367.4,418.8,-,361.7
Toronto C06,329.0,476.2,369.3,369.3,455.5
Toronto C07,336.2,548.3,381.4,346.0,380.4
Toronto C08,347.2,403.6,426.5,411.7,377.5
Toronto C09,315.0,292.8,316.2,340.0,364.0
Toronto C10,335.5,405.1,390.5,307.0,343.1
Toronto C11,394.4,356.8,369.1,486.8,422.7
Toronto C12,390.5,379.0,346.0,388.0,454.4
Toronto C13,337.8,385.3,376.7,462.8,340.3
Toronto C14,393.3,407.8,355.0,430.3,382.4
Toronto C15,335.3,442.6,347.5,437.8,386.4
Toronto E01,481.2,512.9,507.0,599.7,431.0
Toronto E02,476.5,483.9,476.6,493.6,403.4
Toronto E03,433.6,405.5,440.6,-,451.5
Toronto E04,476.5,440.1,438.1,448.7,514.9
Toronto E05,390.1,428.6,421.5,421.7,403.7
Toronto E06,445.3,465.1,472.6,457.9,447.6
Toronto E07,416.5,422.2,432.0,462.4,456.4
Toronto E08,415.6,401.3,406.4,445.7,483.6
Toronto E09,490.4,457.5,418.4,453.6,502.7
Toronto E10,392.4,397.8,377.1,437.3,359.4
Toronto E11,432.8,413.4,463.3,484.9,549.1
