area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,266.5,353.3,352.8,298.9,312.2
Toronto W02,347.2,360.1,399.4,367.6,364.2
Toronto W03,383.6,370.1,388.2,366.8,373.6
Toronto W04,348.1,332.2,337.0,308.7,480.8
Toronto W05,374.2,322.2,315.2,375.1,514.8
Toronto W06,336.9,370.3,352.1,368.3,329.2
Toronto W07,294.6,312.7,300.5,396.6,134.6
Toronto W08,242.7,291.9,305.4,316.3,290.8
Toronto W09,324.4,297.7,344.1,290.7,414.8
Toronto W10,356.5,325.4,338.1,403.0,455.0
Toronto C01,329.0,372.1,345.1,356.0,358.5
Toronto C02,337.4,336.4,353.9,280.3,319.4
Toronto C03,282.1,295.7,409.6,-,312.8
Toronto C04,300.8,320.6,362.9,-,313.8
Toronto C06,280.3,408.5,320.8,325.2,387.5
Toronto C07,294.6,479.4,340.0,306.4,330.9
Toronto C08,309.8,365.0,382.7,372.8,337.6
Toronto C09,262.8,234.5,252.0,286.0,332.6
Toronto C10,282.7,330.1,321.7,256.0,300.4
Toronto C11,319.1,282.2,288.3,423.1,374.1
Toronto C12,345.6,333.0,295.9,328.1,412.9
Toronto C13,302.7,348.9,341.4,387.7,296.6
Toronto C14,362.4,370.0,327.4,370.4,352.1
Toronto C15,294.6,380.1,299.2,380.7,342.0
Toronto E01,414.7,445.5,431.0,533.6,386.3
Toronto E02,399.5,403.8,395.1,431.1,356.5
Toronto E03,362.5,338.7,360.5,-,408.9
Toronto E04,414.0,382.3,366.4,397.2,447.7
Toronto E05,333.4,359.9,352.3,367.2,363.2
Toronto E06,383.3,396.5,388.5,411.7,397.0
Toronto E07,363.0,369.1,374.3,414.0,388.7
Toronto E08,353.4,341.1,333.3,401.0,400.5
Toronto E09,421.5,377.5,346.5,390.6,465.2
Toronto E10,343.6,347.9,336.1,386.5,307.0
Toronto E11,367.9,353.3,396.3,413.9,467.1
