area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,286.3,371.5,376.9,339.2,349.6
Toronto W02,386.8,398.8,439.0,421.5,406.7
Toronto W03,419.2,407.0,419.0,412.6,414.2
Toronto W04,383.7,362.1,359.0,348.7,547.0
Toronto W05,405.5,346.5,339.1,398.9,580.6
Toronto W06,352.0,398.9,384.6,418.8,330.1
Toronto W07,316.1,333.4,327.3,455.5,141.9
Toronto W08,267.6,323.0,340.1,364.1,316.4
Toronto W09,349.3,326.0,376.9,329.2,417.6
Toronto W10,387.6,353.9,393.2,445.8,496.4
Toronto C01,346.9,405.8,378.6,394.4,373.2
Toronto C02,350.5,353.5,370.9,334.0,318.7
Toronto C03,306.4,317.7,452.7,-,335.8
Toronto C04,331.8,353.9,398.1,-,343.6
Toronto C06,298.5,439.3,350.9,362.6,397.3
Toronto C07,314.5,500.3,348.8,335.6,365.8
Toronto C08,331.2,397.7,420.1,404.1,358.0
Toronto C09,291.6,271.0,288.6,336.9,332.0
Toronto C10,317.3,375.5,367.8,297.9,324.5
Toronto C11,361.8,326.6,339.1,485.5,395.2
Toronto C12,359.2,345.5,305.8,383.4,437.4
Toronto C13,311.3,348.3,341.8,453.9,321.2
Toronto C14,372.4,364.9,321.9,410.5,375.0
Toronto C15,312.7,401.3,314.9,410.4,368.4
Toronto E01,453.5,485.3,474.5,575.9,413.9
Toronto E02,443.0,450.2,440.2,470.4,372.7
Toronto E03,393.1,364.6,402.5,-,425.4
Toronto E04,431.4,390.9,400.8,427.5,478.6
Toronto E05,350.1,378.3,371.8,383.7,377.0
Toronto E06,410.1,425.9,437.8,436.6,415.6
Toronto E07,369.4,373.0,381.8,419.4,407.7
Toronto E08,377.5,359.8,371.9,427.0,444.7
Toronto E09,447.2,397.6,372.2,422.6,500.9
Toronto E10,343.8,343.7,327.8,410.7,333.3
Toronto E11,396.9,376.6,422.4,460.7,497.7
