area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,266.3,348.9,349.8,306.6,318.1
Toronto W02,373.6,396.6,423.9,396.5,367.7
Toronto W03,384.7,372.6,384.3,390.8,378.3
Toronto W04,355.9,334.9,330.2,324.5,509.9
Toronto W05,387.3,334.8,326.2,397.8,510.3
Toronto W06,351.2,395.4,386.6,384.1,336.1
Toronto W07,312.0,330.4,326.7,418.2,137.0
Toronto W08,257.2,311.5,337.9,331.2,302.9
Toronto W09,345.6,321.1,358.3,296.6,439.1
Toronto W10,368.7,339.5,357.4,409.6,466.7
Toronto C01,335.7,384.4,358.0,371.9,364.1
Toronto C02,346.2,343.9,383.0,308.1,310.8
Toronto C03,276.6,289.7,406.2,-,296.9
Toronto C04,305.9,326.2,363.6,-,321.3
Toronto C06,288.3,427.6,342.5,342.5,379.5
Toronto C07,308.3,504.2,358.1,320.6,339.8
Toronto C08,321.3,364.1,386.9,392.8,350.4
Toronto C09,294.5,272.6,291.4,318.4,342.0
Toronto C10,292.0,339.8,330.4,280.6,305.1
Toronto C11,357.9,324.0,335.3,444.3,387.0
Toronto C12,338.5,327.1,291.8,348.3,397.3
Toronto C13,298.4,341.9,333.9,410.5,299.5
Toronto C14,376.4,385.2,340.8,370.6,368.4
Toronto C15,301.5,389.3,307.1,376.4,356.5
Toronto E01,423.5,448.9,438.7,571.1,396.3
Toronto E02,411.0,414.1,407.6,454.6,361.3
Toronto E03,367.6,343.8,368.2,-,414.9
Toronto E04,415.4,380.9,374.1,378.7,460.8
Toronto E05,342.2,370.7,366.8,382.0,363.4
Toronto E06,400.7,418.6,417.1,390.0,399.5
Toronto E07,358.3,361.6,366.2,400.9,394.9
Toronto E08,364.3,352.8,354.9,381.6,417.7
Toronto E09,425.1,378.9,354.4,386.7,473.6
Toronto E10,341.8,345.5,334.9,383.7,305.8
Toronto E11,373.5,350.0,396.2,435.5,479.2
