area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,274.8,363.6,384.2,289.7,325.3
Toronto W02,341.7,376.3,419.4,511.1,329.5
Toronto W03,371.5,381.3,398.8,431.0,335.3
Toronto W04,349.8,358.6,334.3,345.4,411.1
Toronto W05,368.5,345.3,334.0,371.2,533.2
Toronto W06,320.5,391.7,361.0,340.5,297.5
Toronto W07,305.1,346.8,319.4,-,124.5
Toronto W08,258.6,310.6,330.6,309.3,322.6
Toronto W09,357.2,319.6,397.0,295.4,406.0
Toronto W10,367.1,326.7,340.0,399.2,444.2
Toronto C01,316.5,419.5,394.7,365.7,331.6
Toronto C02,254.0,285.5,311.8,304.7,290.8
Toronto C03,293.1,309.0,394.4,308.9,336.2
Toronto C04,303.9,334.2,340.1,-,333.4
Toronto C06,259.8,345.1,313.7,325.7,315.1
Toronto C07,324.1,370.1,329.6,324.5,343.8
Toronto C08,295.7,381.7,361.8,418.1,319.8
Toronto C09,294.4,279.3,303.3,269.5,348.3
Toronto C10,254.8,358.4,358.7,292.3,307.2
Toronto C11,340.0,321.9,324.9,519.5,355.9
Toronto C12,297.5,316.1,311.5,326.4,360.1
Toronto C13,314.7,351.2,328.3,371.6,288.4
Toronto C14,333.4,375.1,325.4,355.0,325.7
Toronto C15,288.5,378.6,331.5,371.0,321.6
Toronto E01,371.9,430.3,418.7,512.6,313.2
Toronto E02,365.2,385.7,400.7,349.9,330.5
Toronto E03,359.6,375.7,357.5,-,391.8
Toronto E04,385.3,371.8,360.2,364.1,459.5
Toronto E05,354.5,368.5,362.2,349.0,357.2
Toronto E06,362.1,377.7,371.2,380.1,371.6
Toronto E07,347.0,369.0,373.7,366.3,360.0
Toronto E08,370.4,358.5,332.0,382.5,364.3
Toronto E09,394.3,382.9,353.9,388.5,406.4
Toronto E10,358.1,370.1,364.2,420.0,290.1
Toronto E11,377.7,372.7,399.1,410.9,409.0
