area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,264.8,350.3,364.1,299.3,323.0
Toronto W02,354.4,406.6,425.6,496.6,332.5
Toronto W03,391.1,402.6,419.0,437.0,340.1
Toronto W04,362.7,378.3,349.6,347.6,408.6
Toronto W05,363.8,335.9,328.0,380.0,528.0
Toronto W06,313.6,380.7,349.4,336.2,293.9
Toronto W07,297.4,336.7,307.0,-,125.8
Toronto W08,256.5,311.9,326.7,305.4,318.7
Toronto W09,370.3,334.5,392.2,303.2,395.6
Toronto W10,376.4,345.9,348.8,399.6,443.6
Toronto C01,311.0,407.4,384.5,371.1,324.8
Toronto C02,261.1,286.9,326.8,298.7,303.5
Toronto C03,296.0,306.5,405.6,305.8,365.4
Toronto C04,313.0,345.8,355.0,-,344.3
Toronto C06,262.9,339.0,328.9,328.0,341.4
Toronto C07,328.1,369.0,332.1,331.1,356.7
Toronto C08,300.8,368.1,343.5,429.8,328.8
Toronto C09,280.6,266.2,279.4,265.5,344.7
Toronto C10,254.2,342.9,351.1,286.7,309.2
Toronto C11,326.5,306.8,308.5,541.7,359.9
Toronto C12,317.8,336.9,325.7,335.4,389.6
Toronto C13,326.4,372.7,347.1,383.0,281.0
Toronto C14,334.9,376.2,328.1,376.5,324.9
Toronto C15,298.5,396.5,348.7,382.5,331.7
Toronto E01,371.1,421.8,416.9,532.3,316.9
Toronto E02,350.1,366.1,386.5,356.9,337.9
Toronto E03,359.8,374.2,356.3,-,397.3
Toronto E04,396.7,385.0,382.9,333.8,467.4
Toronto E05,353.8,361.6,351.9,367.4,363.0
Toronto E06,366.3,382.2,365.0,346.1,386.5
Toronto E07,346.6,360.5,368.8,389.5,373.3
Toronto E08,376.7,367.4,331.2,347.6,373.9
Toronto E09,397.8,386.0,365.9,392.4,420.4
Toronto E10,360.4,373.3,361.7,435.6,295.7
Toronto E11,386.9,374.4,408.0,422.6,426.6
