area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,278.8,374.1,390.7,310.1,339.1
Toronto W02,359.4,399.7,438.2,516.6,348.5
Toronto W03,392.5,403.3,415.1,449.4,353.9
Toronto W04,364.7,379.3,357.5,356.4,418.7
Toronto W05,372.1,350.4,340.0,387.3,517.0
Toronto W06,325.3,401.2,372.9,348.2,300.0
Toronto W07,314.2,356.1,329.8,-,133.4
Toronto W08,266.1,328.5,349.5,313.1,327.7
Toronto W09,391.6,344.8,415.9,312.6,456.5
Toronto W10,387.8,359.4,361.8,409.2,459.5
Toronto C01,334.1,433.6,411.1,389.2,351.1
Toronto C02,267.0,298.0,318.7,308.2,329.5
Toronto C03,313.3,328.1,408.1,317.1,396.1
Toronto C04,315.5,347.5,359.0,-,360.3
Toronto C06,267.5,360.2,339.6,327.0,327.0
Toronto C07,341.3,396.8,352.6,330.2,357.4
Toronto C08,309.9,388.9,359.9,443.3,339.4
Toronto C09,302.6,283.5,305.2,270.3,374.2
Toronto C10,265.3,359.9,366.6,290.4,324.6
Toronto C11,344.3,327.5,333.6,547.5,394.9
Toronto C12,319.1,333.7,325.4,342.4,416.3
Toronto C13,328.3,366.5,341.6,392.9,293.4
Toronto C14,359.5,407.8,354.5,408.9,347.5
Toronto C15,303.8,391.6,346.5,397.5,344.8
Toronto E01,391.4,445.9,434.4,545.1,345.7
Toronto E02,378.4,400.1,417.8,370.0,356.8
Toronto E03,380.7,396.2,376.8,-,428.0
Toronto E04,417.9,407.7,400.4,379.6,482.6
Toronto E05,372.8,387.5,382.8,364.7,372.6
Toronto E06,398.1,417.8,396.0,395.4,410.4
Toronto E07,363.6,384.9,394.1,393.3,380.7
Toronto E08,398.5,395.9,366.0,398.0,370.3
Toronto E09,403.1,404.0,384.3,403.4,412.3
Toronto E10,352.1,365.2,349.9,429.8,291.2
Toronto E11,406.6,406.9,439.3,417.3,426.7
