area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,271.6,359.2,382.0,294.4,321.1
Toronto W02,345.8,385.1,422.2,509.9,328.8
Toronto W03,383.1,394.2,408.9,437.0,335.8
Toronto W04,358.8,372.8,340.4,349.1,410.3
Toronto W05,362.8,338.3,329.9,368.5,523.9
Toronto W06,311.4,381.2,347.7,334.6,289.2
Toronto W07,297.1,337.5,304.9,-,123.4
Toronto W08,252.0,303.2,320.0,306.9,317.5
Toronto W09,359.1,322.3,373.7,302.7,402.3
Toronto W10,367.7,331.9,339.1,398.8,436.2
Toronto C01,318.5,416.2,390.1,357.7,335.4
Toronto C02,248.6,276.2,304.0,309.8,288.8
Toronto C03,287.9,302.1,394.1,304.9,339.8
Toronto C04,306.4,339.2,352.6,-,334.5
Toronto C06,260.8,345.9,337.3,327.7,314.1
Toronto C07,328.7,376.1,337.4,331.6,345.3
Toronto C08,291.8,386.9,358.0,432.2,314.9
Toronto C09,276.2,260.3,276.5,265.5,329.0
Toronto C10,251.7,347.6,349.4,290.6,301.7
Toronto C11,324.6,304.5,305.9,518.4,348.7
Toronto C12,304.0,322.4,307.1,329.0,365.8
Toronto C13,311.1,349.0,328.2,369.5,279.8
Toronto C14,344.4,377.9,328.6,384.1,342.9
Toronto C15,295.4,386.5,344.8,379.5,328.1
Toronto E01,369.8,428.9,414.4,532.4,315.4
Toronto E02,352.2,366.9,386.6,367.2,332.2
Toronto E03,355.8,371.9,351.3,-,387.0
Toronto E04,390.7,377.6,371.1,343.1,465.8
Toronto E05,353.9,358.8,351.3,371.0,366.0
Toronto E06,361.9,378.6,360.5,356.0,375.1
Toronto E07,342.5,358.2,367.6,391.1,364.7
Toronto E08,376.2,368.9,327.1,358.0,364.6
Toronto E09,397.6,387.2,358.7,390.4,411.5
Toronto E10,358.0,373.3,355.2,420.3,287.0
Toronto E11,389.4,381.9,407.7,423.7,411.8
