area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,276.7,358.4,381.7,295.4,340.4
Toronto W02,354.5,391.2,437.0,520.2,341.1
Toronto W03,362.8,366.1,389.5,434.0,347.6
Toronto W04,347.2,351.2,342.2,344.3,415.9
Toronto W05,350.4,317.4,311.8,357.3,543.0
Toronto W06,328.0,415.6,402.4,340.8,287.7
Toronto W07,323.4,367.6,357.8,-,124.2
Toronto W08,262.6,315.9,357.5,310.4,323.0
Toronto W09,362.9,318.6,396.0,303.6,423.2
Toronto W10,364.6,322.1,324.7,398.4,451.5
Toronto C01,305.4,419.9,395.3,380.6,314.8
Toronto C02,254.2,273.1,293.7,315.3,311.9
Toronto C03,286.2,302.9,372.3,313.6,332.4
Toronto C04,306.8,334.7,336.9,-,340.5
Toronto C06,258.9,337.3,310.1,320.9,325.5
Toronto C07,318.4,360.9,323.5,319.6,343.1
Toronto C08,289.4,384.7,353.5,409.3,312.5
Toronto C09,288.7,265.7,288.9,271.8,361.4
Toronto C10,255.6,358.7,364.8,302.5,301.0
Toronto C11,335.6,309.7,311.9,507.6,369.9
Toronto C12,298.3,318.0,297.9,318.2,350.6
Toronto C13,312.7,344.9,327.1,366.9,286.2
Toronto C14,349.0,368.0,314.4,363.8,366.3
Toronto C15,289.2,373.8,330.5,374.7,322.6
Toronto E01,372.7,431.9,419.8,508.8,316.0
Toronto E02,367.8,388.5,407.3,341.9,341.4
Toronto E03,359.0,374.3,351.5,-,410.2
Toronto E04,392.4,377.5,375.2,371.7,459.0
Toronto E05,357.3,368.3,365.6,358.9,358.9
Toronto E06,376.0,392.1,376.0,386.3,391.6
Toronto E07,345.5,366.6,376.8,375.8,361.5
Toronto E08,379.5,367.2,328.9,393.4,359.8
Toronto E09,393.2,380.8,363.1,375.8,407.5
Toronto E10,341.6,351.2,341.8,394.3,281.3
Toronto E11,384.5,379.5,407.5,402.6,420.4
