area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,273.2,258.9,273.2,296.5,276.1
Toronto W02,327.0,302.9,345.8,372.4,322.1
Toronto W03,327.8,332.9,325.6,262.7,313.5
Toronto W04,318.8,291.1,279.2,269.6,362.5
Toronto W05,288.3,284.9,262.0,287.2,317.2
Toronto W06,252.0,321.8,260.7,321.9,209.7
Toronto W07,269.1,285.5,247.0,234.9,169.1
Toronto W08,251.8,247.4,241.8,315.1,249.0
Toronto W09,288.8,277.4,245.4,309.8,301.5
Toronto W10,311.3,299.2,305.1,357.6,315.5
Toronto C01,309.1,314.5,308.0,304.5,308.3
Toronto C02,293.8,264.4,292.8,307.6,294.3
Toronto C03,334.8,315.2,331.3,-,367.5
Toronto C04,259.9,263.2,264.1,-,244.0
Toronto C06,292.7,280.0,243.5,284.0,306.7
Toronto C07,277.0,305.9,219.3,286.2,260.8
Toronto C08,278.3,301.1,310.9,301.1,274.9
Toronto C09,200.0,151.1,163.9,279.4,229.5
Toronto C10,294.0,277.1,269.4,279.0,303.0
Toronto C11,297.4,227.3,262.7,270.3,351.6
Toronto C12,236.3,211.1,288.1,224.2,295.3
Toronto C13,276.5,269.4,247.5,272.0,283.4
Toronto C14,279.3,282.6,222.4,312.5,275.3
Toronto C15,267.6,301.0,248.3,304.1,251.0
Toronto E01,374.9,371.3,379.1,425.1,347.0
Toronto E02,314.9,278.7,341.2,336.4,266.4
Toronto E03,299.8,306.9,284.1,-,288.7
Toronto E04,317.0,292.9,311.6,282.0,375.0
Toronto E05,287.3,291.0,283.5,295.3,280.0
Toronto E06,305.1,316.5,321.7,-,248.7
Toronto E07,301.7,303.2,294.9,302.2,301.9
Toronto E08,315.0,297.8,267.0,327.1,344.7
Toronto E09,299.8,294.9,290.9,330.7,301.2
Toronto E10,308.0,290.5,291.7,371.8,299.4
Toronto E11,322.0,318.0,325.2,257.2,381.1
