area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,279.2,270.7,289.9,284.8,279.2
Toronto W02,331.5,307.8,348.5,374.2,327.9
Toronto W03,327.4,332.4,323.1,263.0,318.3
Toronto W04,315.0,289.8,277.6,264.9,356.4
Toronto W05,286.2,285.7,261.6,284.1,312.8
Toronto W06,253.7,320.5,259.2,324.8,213.0
Toronto W07,269.3,285.8,248.6,225.1,175.3
Toronto W08,252.2,245.3,240.9,313.9,251.7
Toronto W09,281.4,273.2,250.2,306.4,289.1
Toronto W10,312.8,296.9,302.7,363.2,320.2
Toronto C01,314.0,324.1,316.5,307.5,312.9
Toronto C02,295.8,263.9,291.9,313.3,298.4
Toronto C03,336.2,315.6,330.2,-,372.3
Toronto C04,258.4,260.9,264.6,-,242.5
Toronto C06,287.5,276.4,235.0,282.8,299.9
Toronto C07,276.6,306.2,217.2,284.7,260.4
Toronto C08,281.3,308.5,312.1,308.6,277.8
Toronto C09,210.9,155.8,167.7,286.8,247.3
Toronto C10,295.7,278.2,269.3,282.2,305.0
Toronto C11,304.2,231.7,269.9,270.7,359.3
Toronto C12,239.7,215.3,295.8,229.5,293.9
Toronto C13,281.3,270.9,253.0,273.6,291.2
Toronto C14,284.1,281.4,226.1,317.1,281.4
Toronto C15,266.5,297.2,244.0,300.0,251.6
Toronto E01,378.9,373.5,381.9,433.6,355.5
Toronto E02,317.3,280.3,342.9,343.2,272.2
Toronto E03,305.2,311.4,289.2,-,299.0
Toronto E04,320.4,290.9,309.6,281.1,389.1
Toronto E05,285.6,291.3,284.4,293.7,276.7
Toronto E06,304.5,313.1,314.7,-,260.5
Toronto E07,304.5,303.1,294.3,299.4,308.0
Toronto E08,314.2,293.4,262.3,325.2,351.4
Toronto E09,299.3,291.4,287.0,331.6,303.7
Toronto E10,308.4,289.9,294.5,368.8,304.2
Toronto E11,317.8,311.7,317.6,255.9,377.9
