area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,273.6,258.4,280.5,276.8,277.8
Toronto W02,311.8,300.6,334.6,285.6,319.7
Toronto W03,317.5,321.7,311.5,278.6,311.7
Toronto W04,290.6,279.7,268.5,252.8,310.1
Toronto W05,275.9,276.2,252.7,259.4,308.5
Toronto W06,252.1,306.1,256.3,313.5,221.7
Toronto W07,261.1,274.6,248.4,-,179.0
Toronto W08,249.8,229.8,237.0,284.0,262.1
Toronto W09,274.7,255.8,218.5,302.7,294.4
Toronto W10,296.8,282.8,291.1,249.6,317.9
Toronto C01,340.5,327.7,317.2,302.4,343.3
Toronto C02,285.3,252.5,280.4,289.1,290.2
Toronto C03,323.3,301.0,319.0,-,359.4
Toronto C04,259.9,258.4,268.5,-,256.4
Toronto C06,305.1,273.4,239.9,264.0,334.6
Toronto C07,286.0,300.8,214.0,264.7,282.3
Toronto C08,315.9,301.0,293.0,302.1,317.8
Toronto C09,200.7,149.0,161.6,298.2,227.5
Toronto C10,309.9,280.9,269.1,286.5,325.2
Toronto C11,292.7,221.3,254.4,228.8,345.9
Toronto C12,232.9,210.8,277.4,207.4,297.3
Toronto C13,272.4,254.0,228.9,248.3,290.8
Toronto C14,300.9,274.4,219.1,340.5,302.5
Toronto C15,274.9,297.3,245.3,294.2,267.3
Toronto E01,377.2,359.5,372.1,426.2,388.1
Toronto E02,313.1,274.0,336.4,343.4,273.7
Toronto E03,290.9,297.4,278.2,-,278.4
Toronto E04,301.4,280.7,296.6,276.9,343.9
Toronto E05,280.4,279.8,268.8,278.8,282.0
Toronto E06,287.4,293.2,290.7,-,256.3
Toronto E07,301.9,293.2,280.8,278.0,314.2
Toronto E08,297.3,278.1,246.0,303.6,331.2
Toronto E09,298.3,282.6,273.1,329.3,310.4
Toronto E10,294.1,276.3,277.0,356.0,290.9
Toronto E11,309.5,306.2,308.1,236.3,367.3
