area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,278.9,263.3,281.8,292.1,282.5
Toronto W02,334.6,309.4,357.4,376.0,329.4
Toronto W03,326.4,330.1,325.2,262.3,317.5
Toronto W04,314.1,286.2,279.9,268.1,356.3
Toronto W05,281.0,280.4,255.7,271.5,312.4
Toronto W06,254.0,314.9,254.2,323.0,218.9
Toronto W07,263.7,281.7,245.0,234.0,172.3
Toronto W08,252.7,238.9,234.7,301.0,259.2
Toronto W09,286.2,264.8,228.0,321.4,308.9
Toronto W10,304.1,292.5,299.2,344.0,308.8
Toronto C01,329.2,332.1,318.7,310.3,330.0
Toronto C02,295.9,265.0,293.1,309.5,297.7
Toronto C03,334.9,313.0,331.7,-,369.8
Toronto C04,255.4,256.3,257.8,-,248.1
Toronto C06,299.7,279.5,233.5,282.2,319.0
Toronto C07,281.6,306.2,215.8,283.4,269.7
Toronto C08,300.9,310.0,308.4,312.6,299.7
Toronto C09,203.1,149.8,162.0,288.6,233.2
Toronto C10,298.5,283.1,271.8,279.1,307.4
Toronto C11,300.2,225.0,258.5,252.8,358.4
Toronto C12,236.2,209.7,288.0,220.9,300.7
Toronto C13,275.4,258.6,236.2,263.2,292.4
Toronto C14,294.6,285.8,224.4,327.5,293.3
Toronto C15,272.2,308.0,252.8,299.5,258.3
Toronto E01,385.1,373.6,383.5,437.6,378.9
Toronto E02,312.4,271.1,335.0,344.8,279.1
Toronto E03,305.0,312.1,289.1,-,295.2
Toronto E04,311.2,284.8,295.9,283.6,371.1
Toronto E05,280.8,281.4,270.6,288.4,277.5
Toronto E06,300.7,307.4,308.7,-,265.1
Toronto E07,305.0,302.8,294.9,296.2,308.4
Toronto E08,306.7,288.1,259.5,315.6,339.0
Toronto E09,299.7,284.8,277.2,331.7,310.9
Toronto E10,298.0,277.7,282.0,364.9,298.0
Toronto E11,316.1,301.6,304.9,255.8,389.5
