area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,168,179,192,220,143
Toronto W02,193,198,223,161,145
Toronto W03,202,204,211,-,144
Toronto W04,176,184,186,157,154
Toronto W05,168,184,171,166,140
Toronto W06,161,203,169,185,123
Toronto W07,180,188,177,137,111
Toronto W08,158,173,172,155,143
Toronto W09,169,186,170,174,134
Toronto W10,164,181,175,156,137
Toronto C01,197,195,211,186,195
Toronto C02,194,178,204,190,192
Toronto C03,206,200,213,-,205
Toronto C04,184,191,184,170,151
Toronto C06,197,207,181,-,184
Toronto C07,184,222,178,158,157
Toronto C08,177,154,186,174,178
Toronto C09,138,134,157,169,138
Toronto C10,203,194,201,234,202
Toronto C11,186,193,215,127,182
Toronto C12,169,161,189,199,178
Toronto C13,180,196,182,186,160
Toronto C14,189,235,199,220,168
Toronto C15,187,223,203,200,148
Toronto E01,214,216,224,190,194
Toronto E02,204,188,215,200,208
Toronto E03,196,202,192,-,154
Toronto E04,192,197,192,184,186
Toronto E05,185,209,203,197,152
Toronto E06,204,205,206,192,190
Toronto E07,198,228,215,202,166
Toronto E08,189,206,175,185,148
Toronto E09,179,198,186,187,156
Toronto E10,196,197,187,214,134
Toronto E11,189,209,203,151,157
