area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.8,164.8,175.6,201.6,139.9
Toronto W02,188.7,196.2,215.8,148.8,138.8
Toronto W03,184.8,187.5,192.7,-,135.0
Toronto W04,162.1,170.5,172.6,138.7,140.1
Toronto W05,147.1,162.7,151.1,147.3,117.9
Toronto W06,159.0,187.4,160.1,161.5,133.9
Toronto W07,170.0,176.3,168.0,136.7,108.1
Toronto W08,150.9,164.5,170.0,147.0,135.8
Toronto W09,162.8,174.1,165.7,157.0,143.6
Toronto W10,153.4,166.8,161.3,143.3,131.5
Toronto C01,187.1,200.8,212.3,182.3,182.5
Toronto C02,188.6,176.0,198.4,189.9,183.6
Toronto C03,192.9,188.3,194.6,-,205.1
Toronto C04,168.1,174.1,176.9,154.6,139.6
Toronto C06,180.4,189.0,162.1,0.0,170.3
Toronto C07,170.4,200.3,167.8,143.4,148.0
Toronto C08,176.9,156.9,189.6,179.2,176.6
Toronto C09,128.0,121.1,142.7,172.6,129.9
Toronto C10,188.9,178.3,179.7,228.6,193.8
Toronto C11,171.2,167.4,192.0,111.9,175.0
Toronto C12,162.3,154.4,178.8,176.8,180.3
Toronto C13,165.4,178.5,167.8,166.3,148.4
Toronto C14,175.8,215.1,195.2,210.3,157.0
Toronto C15,176.1,206.1,189.9,185.6,142.2
Toronto E01,208.7,208.1,220.2,201.7,186.5
Toronto E02,192.2,176.6,201.9,195.5,187.1
Toronto E03,179.1,181.6,181.5,-,140.4
Toronto E04,178.5,182.5,171.3,171.2,183.8
Toronto E05,171.7,193.2,189.0,172.0,145.0
Toronto E06,183.4,183.9,189.3,-,175.6
Toronto E07,184.9,206.4,198.1,181.4,160.4
Toronto E08,167.5,178.5,162.3,167.8,145.2
Toronto E09,165.8,181.5,163.5,167.1,147.7
Toronto E10,182.9,183.2,178.7,193.1,138.3
Toronto E11,164.6,182.0,176.7,138.4,136.6
