area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,168.1,179.0,191.8,201.6,142.2
Toronto W02,199.3,207.6,231.4,149.5,140.3
Toronto W03,196.4,199.8,204.7,-,139.8
Toronto W04,171.0,179.4,179.0,142.0,150.6
Toronto W05,159.7,176.5,163.0,152.3,132.8
Toronto W06,160.9,202.6,171.9,178.5,121.8
Toronto W07,181.1,189.1,179.9,125.3,110.7
Toronto W08,156.3,172.0,178.5,146.2,140.1
Toronto W09,166.3,180.4,169.6,167.6,140.1
Toronto W10,160.6,176.6,172.0,145.6,135.0
Toronto C01,193.2,191.1,205.7,187.7,190.7
Toronto C02,198.6,185.7,212.8,182.1,193.3
Toronto C03,204.6,199.7,211.7,-,203.1
Toronto C04,182.5,189.2,186.0,162.6,150.2
Toronto C06,192.5,200.0,176.7,0.0,184.6
Toronto C07,179.3,212.2,174.4,148.1,155.2
Toronto C08,177.2,154.7,186.6,170.1,178.0
Toronto C09,128.9,119.9,138.3,163.2,134.6
Toronto C10,199.9,198.3,198.5,235.9,197.6
Toronto C11,175.2,173.2,194.1,113.0,178.6
Toronto C12,168.4,162.3,188.9,180.9,181.5
Toronto C13,174.2,189.8,178.1,169.2,154.8
Toronto C14,182.5,224.6,199.6,234.7,162.1
Toronto C15,186.2,214.7,197.0,198.0,152.4
Toronto E01,215.1,214.7,226.7,190.2,195.7
Toronto E02,201.9,185.1,214.7,191.8,194.8
Toronto E03,189.9,194.8,189.3,-,145.8
Toronto E04,186.2,194.4,186.7,178.5,176.8
Toronto E05,183.3,206.4,201.9,190.3,152.4
Toronto E06,190.6,190.5,189.1,-,183.2
Toronto E07,195.6,223.8,214.0,196.2,164.8
Toronto E08,180.5,192.4,157.5,174.8,149.2
Toronto E09,175.8,195.7,181.8,175.8,151.8
Toronto E10,189.4,190.4,183.3,194.7,142.7
Toronto E11,179.7,198.4,194.5,155.1,146.2
