area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,170,181,197,213,142
Toronto W02,195,201,226,156,141
Toronto W03,202,204,213,-,143
Toronto W04,175,182,184,153,154
Toronto W05,165,180,166,161,140
Toronto W06,159,198,171,187,121
Toronto W07,176,183,178,135,108
Toronto W08,155,170,175,161,139
Toronto W09,170,182,167,171,148
Toronto W10,161,179,175,145,132
Toronto C01,193,193,210,188,190
Toronto C02,196,182,209,187,189
Toronto C03,208,203,218,-,199
Toronto C04,184,192,187,165,147
Toronto C06,194,203,178,0,182
Toronto C07,181,217,177,155,153
Toronto C08,179,159,191,181,178
Toronto C09,135,129,150,164,138
Toronto C10,203,198,203,232,200
Toronto C11,182,181,204,117,185
Toronto C12,169,163,189,188,178
Toronto C13,178,197,181,180,154
Toronto C14,184,227,197,215,165
Toronto C15,189,223,203,201,151
Toronto E01,217,218,228,206,196
Toronto E02,203,186,215,203,204
Toronto E03,192,198,191,-,150
Toronto E04,188,194,183,184,187
Toronto E05,184,208,205,195,149
Toronto E06,200,200,200,188,189
Toronto E07,200,226,218,204,170
Toronto E08,187,201,168,181,153
Toronto E09,176,194,178,180,154
Toronto E10,194,195,189,206,143
Toronto E11,184,206,200,153,146
