area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,169,178,190,221,146
Toronto W02,196,201,228,165,143
Toronto W03,205,208,214,-,145
Toronto W04,177,186,185,159,152
Toronto W05,168,184,169,166,143
Toronto W06,161,203,168,184,124
Toronto W07,178,187,175,130,110
Toronto W08,158,172,171,154,143
Toronto W09,167,184,165,176,134
Toronto W10,164,178,174,153,141
Toronto C01,196,197,217,184,192
Toronto C02,195,182,209,192,186
Toronto C03,209,204,217,-,210
Toronto C04,188,193,191,172,162
Toronto C06,198,209,181,-,184
Toronto C07,188,227,182,162,157
Toronto C08,177,151,189,170,178
Toronto C09,141,132,156,168,145
Toronto C10,206,201,206,237,201
Toronto C11,183,188,215,127,179
Toronto C12,173,165,193,201,183
Toronto C13,182,201,184,186,157
Toronto C14,189,229,198,229,169
Toronto C15,189,223,202,204,150
Toronto E01,217,224,229,192,192
Toronto E02,205,188,216,197,211
Toronto E03,198,204,193,-,158
Toronto E04,192,197,187,183,192
Toronto E05,188,211,205,196,158
Toronto E06,207,208,214,190,189
Toronto E07,197,228,215,201,163
Toronto E08,191,207,179,186,150
Toronto E09,180,197,185,186,158
Toronto E10,193,194,187,212,133
Toronto E11,185,205,199,150,154
