area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,383.8,395.0,413.7,344.5,374.9
Toronto W02,454.9,430.4,481.8,490.9,432.4
Toronto W03,464.3,473.3,476.9,359.5,437.7
Toronto W04,425.4,412.6,401.3,371.0,451.7
Toronto W05,394.6,410.3,395.0,362.6,404.9
Toronto W06,358.2,455.7,406.9,433.3,297.8
Toronto W07,371.7,402.7,386.0,282.7,215.8
Toronto W08,359.3,369.8,395.4,415.3,341.5
Toronto W09,393.6,396.0,422.6,319.9,408.3
Toronto W10,467.2,429.7,411.5,518.1,499.9
Toronto C01,419.5,471.5,466.0,412.3,414.5
Toronto C02,379.8,364.3,379.5,368.3,377.6
Toronto C03,443.8,423.5,438.4,-,477.6
Toronto C04,365.1,378.8,394.6,-,304.7
Toronto C06,395.3,397.7,375.5,360.6,395.6
Toronto C07,415.0,430.1,359.2,357.3,416.4
Toronto C08,373.6,377.2,395.6,379.3,372.0
Toronto C09,314.3,331.4,333.8,356.4,291.8
Toronto C10,400.4,364.6,360.6,350.9,419.1
Toronto C11,432.5,405.8,434.5,370.9,447.2
Toronto C12,348.4,340.4,409.1,290.2,404.9
Toronto C13,401.6,390.6,380.6,350.7,414.8
Toronto C14,409.0,429.4,361.3,454.9,398.6
Toronto C15,425.6,417.7,366.5,412.0,436.8
Toronto E01,482.2,487.5,498.2,570.2,390.0
Toronto E02,442.2,387.4,464.3,442.2,412.2
Toronto E03,435.8,440.5,420.7,-,437.0
Toronto E04,444.3,436.3,452.9,394.0,479.3
Toronto E05,393.5,437.2,435.4,394.7,338.0
Toronto E06,448.3,456.9,452.7,431.2,405.4
Toronto E07,443.3,449.4,438.6,381.8,447.3
Toronto E08,447.0,438.7,393.7,427.4,466.1
Toronto E09,455.7,458.9,433.4,492.5,448.8
Toronto E10,471.1,454.4,459.7,548.1,418.8
Toronto E11,469.4,478.3,494.6,374.9,539.9
