area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,341.6,364.9,380.3,298.5,327.1
Toronto W02,416.8,390.7,444.3,444.5,397.9
Toronto W03,405.5,415.6,410.3,316.7,394.5
Toronto W04,382.8,367.5,365.3,327.0,411.5
Toronto W05,359.4,372.5,360.7,342.4,358.2
Toronto W06,328.1,419.6,372.2,400.2,274.2
Toronto W07,342.0,370.3,354.6,283.1,195.0
Toronto W08,325.2,346.2,367.1,379.3,300.8
Toronto W09,362.0,372.7,397.5,275.2,367.1
Toronto W10,414.4,398.9,386.8,450.3,425.0
Toronto C01,387.9,451.1,447.3,369.4,382.6
Toronto C02,360.8,341.7,351.0,344.2,364.5
Toronto C03,411.5,393.4,400.5,-,444.9
Toronto C04,338.4,351.1,358.0,-,289.9
Toronto C06,357.3,369.3,352.5,323.0,349.2
Toronto C07,378.5,407.6,335.7,324.8,370.8
Toronto C08,349.4,364.1,379.6,362.7,347.2
Toronto C09,290.4,315.9,315.4,324.5,262.2
Toronto C10,366.2,350.5,345.1,321.1,375.7
Toronto C11,400.2,379.5,406.9,331.2,410.9
Toronto C12,316.3,308.2,356.2,269.3,366.5
Toronto C13,354.6,350.7,343.7,326.3,355.9
Toronto C14,365.7,406.2,340.8,412.6,349.8
Toronto C15,377.6,375.7,330.2,372.9,383.0
Toronto E01,438.9,453.1,453.0,538.2,348.3
Toronto E02,401.4,354.9,421.2,414.7,368.4
Toronto E03,399.6,408.7,383.1,-,382.0
Toronto E04,402.7,393.5,405.1,362.2,437.0
Toronto E05,358.6,404.9,400.8,362.5,301.0
Toronto E06,411.5,422.1,418.2,390.1,364.1
Toronto E07,393.7,413.0,403.3,368.5,378.4
Toronto E08,408.5,403.0,360.9,382.3,424.2
Toronto E09,400.8,406.9,385.6,446.1,388.8
Toronto E10,433.0,420.0,425.2,503.0,374.7
Toronto E11,429.7,433.1,440.4,336.3,506.2
