area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,279.3,366.6,364.6,327.6,333.2
Toronto W02,382.8,403.0,432.4,406.5,386.4
Toronto W03,398.0,385.2,398.0,403.9,398.7
Toronto W04,365.1,341.0,338.0,335.5,530.6
Toronto W05,390.8,335.8,328.8,395.2,540.7
Toronto W06,346.9,384.5,370.2,404.4,332.0
Toronto W07,307.2,322.9,318.0,442.3,140.3
Toronto W08,256.9,306.6,326.3,347.6,309.7
Toronto W09,336.2,309.7,360.7,315.5,426.0
Toronto W10,379.2,352.7,375.9,422.1,476.2
Toronto C01,347.3,408.4,379.8,386.0,374.2
Toronto C02,352.7,350.6,379.1,323.1,321.9
Toronto C03,292.3,304.9,429.9,-,313.9
Toronto C04,315.1,335.5,381.7,-,335.2
Toronto C06,286.5,421.3,334.9,342.5,388.4
Toronto C07,306.7,490.8,345.2,319.9,354.6
Toronto C08,325.9,376.6,397.9,399.7,353.8
Toronto C09,278.5,252.0,266.8,340.3,330.1
Toronto C10,303.6,365.2,352.4,292.6,311.3
Toronto C11,341.3,302.0,310.7,471.6,387.9
Toronto C12,351.5,340.8,299.6,372.7,419.3
Toronto C13,304.4,342.4,336.8,439.7,315.2
Toronto C14,356.6,366.8,324.2,386.7,345.2
Toronto C15,305.0,388.4,305.3,383.6,365.0
Toronto E01,434.2,459.9,453.2,577.3,392.2
Toronto E02,421.4,427.1,414.9,465.0,366.6
Toronto E03,374.4,349.9,375.2,-,413.1
Toronto E04,423.5,389.3,387.3,391.3,459.3
Toronto E05,342.7,372.8,365.0,371.1,366.2
Toronto E06,399.7,415.9,415.2,399.5,404.3
Toronto E07,360.0,366.1,371.1,402.6,389.9
Toronto E08,367.3,353.2,357.2,392.5,428.5
Toronto E09,434.2,384.0,359.6,406.7,487.3
Toronto E10,340.3,339.5,326.9,405.6,324.0
Toronto E11,384.2,365.2,415.8,438.8,485.0
