area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,276.3,374.8,389.0,301.6,331.5
Toronto W02,352.7,393.6,431.5,502.5,341.4
Toronto W03,391.8,404.9,414.7,439.3,347.4
Toronto W04,367.8,383.1,353.4,350.6,423.1
Toronto W05,366.8,344.0,334.1,386.4,514.8
Toronto W06,330.4,401.8,371.6,347.3,309.4
Toronto W07,314.1,354.3,329.7,-,130.1
Toronto W08,269.4,333.2,350.0,313.1,327.0
Toronto W09,398.6,359.2,412.4,304.5,450.3
Toronto W10,377.3,345.9,354.6,407.7,454.7
Toronto C01,330.5,408.7,390.0,388.7,349.9
Toronto C02,264.0,295.5,316.4,303.1,321.5
Toronto C03,308.1,324.1,410.2,308.0,372.8
Toronto C04,314.9,347.7,357.0,-,354.2
Toronto C06,260.2,343.0,331.0,328.0,329.2
Toronto C07,331.2,380.6,341.2,331.6,353.7
Toronto C08,308.9,379.7,357.9,445.7,337.4
Toronto C09,288.8,263.2,280.3,257.2,388.9
Toronto C10,262.9,361.8,362.8,283.7,318.9
Toronto C11,332.3,306.8,307.5,535.9,401.5
Toronto C12,317.3,334.0,326.6,334.8,401.8
Toronto C13,325.6,364.4,340.2,389.8,293.1
Toronto C14,361.4,393.9,342.5,412.1,359.2
Toronto C15,302.2,401.1,358.0,397.8,330.2
Toronto E01,383.6,437.6,425.4,536.7,337.4
Toronto E02,368.9,387.4,404.2,366.2,352.4
Toronto E03,368.3,382.5,361.0,-,426.0
Toronto E04,408.3,398.1,394.1,356.1,473.1
Toronto E05,366.8,380.8,372.4,365.8,363.6
Toronto E06,388.6,407.1,393.4,372.5,401.4
Toronto E07,362.7,381.4,393.3,393.0,387.5
Toronto E08,388.0,383.5,351.8,373.6,369.0
Toronto E09,405.1,402.6,378.9,388.8,419.8
Toronto E10,368.6,382.6,372.1,420.5,299.8
Toronto E11,401.9,400.2,431.0,411.8,434.0
