area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,278.4,371.0,394.0,292.8,330.0
Toronto W02,368.1,425.2,454.4,506.4,349.9
Toronto W03,401.2,410.7,423.4,442.6,346.0
Toronto W04,372.9,391.5,358.6,343.1,428.7
Toronto W05,376.5,350.6,346.6,390.6,521.0
Toronto W06,332.0,418.9,384.6,344.1,302.0
Toronto W07,329.6,354.2,337.9,415.8,139.1
Toronto W08,265.8,330.4,352.3,314.0,335.8
Toronto W09,392.3,340.8,408.6,293.6,492.0
Toronto W10,388.2,357.5,359.5,405.5,470.3
Toronto C01,326.2,412.1,396.2,386.3,341.5
Toronto C02,269.1,302.0,331.0,310.8,323.9
Toronto C03,312.7,330.7,402.3,319.6,346.2
Toronto C04,320.3,352.9,374.5,-,334.1
Toronto C06,267.5,361.4,343.6,325.5,354.4
Toronto C07,332.9,381.6,343.3,328.4,354.0
Toronto C08,322.6,394.2,371.3,463.8,352.0
Toronto C09,289.2,281.2,308.8,285.8,312.3
Toronto C10,260.4,335.0,343.1,296.5,311.9
Toronto C11,351.2,335.5,347.1,531.7,369.9
Toronto C12,321.3,340.7,318.1,340.1,399.2
Toronto C13,327.7,373.0,343.9,375.1,282.2
Toronto C14,350.9,387.9,340.6,363.0,349.5
Toronto C15,307.2,395.0,356.1,384.2,346.9
Toronto E01,386.1,447.2,430.2,536.3,332.6
Toronto E02,358.3,365.9,398.1,374.3,343.6
Toronto E03,382.7,397.8,374.0,-,406.3
Toronto E04,415.3,405.8,398.5,370.2,484.0
Toronto E05,380.2,389.9,388.0,381.7,376.1
Toronto E06,390.0,405.7,397.2,393.9,394.0
Toronto E07,370.0,394.8,404.8,403.6,378.1
Toronto E08,394.3,390.1,369.8,385.2,360.4
Toronto E09,409.0,411.4,386.2,389.7,422.7
Toronto E10,364.7,380.9,369.3,408.0,305.5
Toronto E11,405.8,401.4,433.0,413.8,435.7
