area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,287.3,395.4,412.3,303.6,321.3
Toronto W02,348.6,393.7,429.0,513.3,345.6
Toronto W03,398.8,409.0,419.3,452.8,339.7
Toronto W04,370.1,387.3,350.7,348.2,427.8
Toronto W05,374.2,350.8,344.8,380.5,505.3
Toronto W06,321.4,409.9,367.8,337.9,289.3
Toronto W07,325.8,348.3,327.7,412.6,135.5
Toronto W08,260.4,324.8,343.3,302.8,325.0
Toronto W09,376.8,324.0,412.4,303.9,476.3
Toronto W10,376.3,348.2,344.9,402.2,454.5
Toronto C01,329.8,423.1,412.5,374.7,344.1
Toronto C02,266.7,300.2,324.8,312.4,315.7
Toronto C03,314.5,336.0,410.3,318.4,323.6
Toronto C04,320.0,351.1,365.4,-,327.6
Toronto C06,267.5,353.6,338.7,317.7,377.0
Toronto C07,333.9,382.0,345.2,318.2,356.5
Toronto C08,310.3,376.8,350.8,452.5,338.6
Toronto C09,280.5,277.1,289.0,288.9,291.9
Toronto C10,252.1,315.5,323.7,288.1,307.2
Toronto C11,335.5,324.4,330.3,508.8,362.6
Toronto C12,306.4,326.3,319.0,330.0,373.5
Toronto C13,322.0,359.3,333.9,373.1,285.1
Toronto C14,344.5,393.8,342.3,378.7,332.1
Toronto C15,303.6,391.6,349.6,375.6,339.8
Toronto E01,379.1,433.8,418.2,529.4,344.7
Toronto E02,358.5,364.7,397.3,366.0,353.8
Toronto E03,368.7,383.1,360.4,-,405.1
Toronto E04,415.2,403.7,391.5,376.3,489.6
Toronto E05,384.3,401.9,402.7,374.1,364.2
Toronto E06,385.6,395.6,383.6,399.6,408.9
Toronto E07,368.0,389.8,397.6,404.4,376.2
Toronto E08,386.6,380.7,357.0,389.8,354.9
Toronto E09,403.3,408.3,381.7,388.0,415.0
Toronto E10,360.5,376.3,366.2,410.0,300.1
Toronto E11,405.9,398.0,434.3,413.7,435.8
