area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,170,183,192,186,152
Toronto W02,204,212,238,165,146
Toronto W03,203,207,211,136,154
Toronto W04,180,192,189,179,151
Toronto W05,170,185,171,193,139
Toronto W06,168,208,173,165,132
Toronto W07,181,188,181,121,108
Toronto W08,159,176,177,144,142
Toronto W09,173,187,180,172,148
Toronto W10,172,186,182,165,148
Toronto C01,194,198,216,184,190
Toronto C02,200,195,217,193,193
Toronto C03,208,210,214,-,186
Toronto C04,194,201,202,157,157
Toronto C06,204,214,175,-,190
Toronto C07,202,239,185,169,176
Toronto C08,178,164,208,182,176
Toronto C09,138,128,146,159,147
Toronto C10,217,212,197,271,196
Toronto C11,191,185,203,126,200
Toronto C12,184,174,199,261,175
Toronto C13,173,191,180,189,152
Toronto C14,187,246,203,217,163
Toronto C15,189,236,212,199,143
Toronto E01,226,236,240,207,179
Toronto E02,211,202,221,212,216
Toronto E03,208,214,204,-,161
Toronto E04,192,197,187,197,185
Toronto E05,188,211,202,198,159
Toronto E06,200,205,203,211,178
Toronto E07,203,227,217,204,177
Toronto E08,187,200,194,189,164
Toronto E09,177,201,191,184,147
Toronto E10,194,197,190,202,131
Toronto E11,183,200,192,154,147
