area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,178.5,192.9,211.0,196.2,151.9
Toronto W02,215.5,223.3,255.5,172.3,150.4
Toronto W03,215.0,222.3,221.0,134.6,154.0
Toronto W04,188.7,198.5,195.1,183.3,157.7
Toronto W05,178.7,196.2,181.9,177.2,150.1
Toronto W06,168.6,215.8,183.9,196.2,126.6
Toronto W07,188.4,198.8,188.4,141.6,112.3
Toronto W08,166.6,181.9,185.6,167.3,150.4
Toronto W09,183.5,196.1,177.1,188.5,156.8
Toronto W10,178.0,198.0,189.4,164.6,143.8
Toronto C01,201.6,205.7,226.8,193.1,197.3
Toronto C02,203.8,194.4,226.7,209.6,184.4
Toronto C03,220.4,213.6,229.0,-,226.3
Toronto C04,199.0,207.7,208.2,168.4,153.2
Toronto C06,212.7,227.1,199.3,-,195.9
Toronto C07,200.7,252.0,196.7,169.0,161.0
Toronto C08,185.5,163.3,199.9,193.2,185.8
Toronto C09,141.8,130.3,147.2,174.8,149.6
Toronto C10,207.7,216.5,213.0,249.2,200.5
Toronto C11,190.3,187.9,210.7,127.4,194.3
Toronto C12,186.4,179.8,213.4,212.3,191.1
Toronto C13,198.0,222.9,205.1,195.3,166.4
Toronto C14,200.9,255.2,220.8,239.3,175.7
Toronto C15,205.5,257.1,231.0,213.2,155.2
Toronto E01,238.1,238.6,247.5,217.0,209.1
Toronto E02,216.5,194.3,228.4,222.1,214.6
Toronto E03,215.4,224.8,208.2,-,157.6
Toronto E04,201.7,212.1,202.5,186.0,188.9
Toronto E05,204.5,230.8,224.2,213.0,163.0
Toronto E06,212.5,215.0,213.0,197.8,193.6
Toronto E07,215.0,246.4,234.0,226.3,179.7
Toronto E08,192.4,208.2,186.4,182.1,158.3
Toronto E09,191.8,218.0,196.9,194.3,161.0
Toronto E10,211.7,214.2,204.3,213.6,141.8
Toronto E11,200.1,222.7,214.8,161.4,168.8
