area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,173.6,185.7,201.5,190.2,150.9
Toronto W02,211.0,218.2,250.9,166.3,148.4
Toronto W03,209.5,216.1,215.4,134.6,149.9
Toronto W04,185.2,192.9,191.2,186.3,158.7
Toronto W05,174.6,190.8,176.7,181.1,145.9
Toronto W06,165.4,210.3,178.8,185.5,125.6
Toronto W07,184.9,194.6,183.9,131.4,113.3
Toronto W08,162.6,177.1,180.7,155.3,147.8
Toronto W09,178.0,189.6,173.3,184.0,153.2
Toronto W10,175.9,194.8,183.4,166.0,143.2
Toronto C01,198.1,202.5,222.3,191.4,193.7
Toronto C02,200.9,185.7,215.5,203.2,191.5
Toronto C03,214.3,208.0,223.5,-,216.5
Toronto C04,192.5,200.4,203.9,170.9,150.9
Toronto C06,206.1,220.3,195.7,-,189.2
Toronto C07,194.5,242.8,191.4,163.6,157.2
Toronto C08,185.0,159.5,194.1,189.1,186.3
Toronto C09,144.4,136.0,150.3,168.1,150.9
Toronto C10,207.9,214.2,211.0,245.8,202.6
Toronto C11,192.9,192.1,217.6,123.4,195.1
Toronto C12,182.0,174.3,209.6,212.0,188.7
Toronto C13,193.3,213.1,199.9,189.5,166.6
Toronto C14,196.6,246.2,214.6,230.1,173.5
Toronto C15,199.6,247.0,221.3,206.4,153.9
Toronto E01,234.2,235.3,242.5,219.2,210.4
Toronto E02,215.2,193.4,226.4,216.6,212.1
Toronto E03,213.6,221.9,208.9,-,161.4
Toronto E04,195.5,203.1,198.1,193.0,184.5
Toronto E05,198.0,221.0,213.8,208.0,161.6
Toronto E06,210.4,211.8,213.3,202.7,195.8
Toronto E07,208.6,238.3,226.1,219.3,174.7
Toronto E08,190.9,204.5,185.0,188.6,158.7
Toronto E09,186.7,208.6,190.5,191.3,160.7
Toronto E10,205.5,207.1,199.8,211.1,143.6
Toronto E11,192.7,212.6,205.9,154.0,168.0
