area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,182.0,199.7,219.8,193.7,153.1
Toronto W02,231.3,242.5,279.3,173.4,156.2
Toronto W03,232.9,241.7,241.6,136.3,160.8
Toronto W04,204.3,214.6,208.4,181.6,173.5
Toronto W05,193.6,210.9,196.4,197.6,162.8
Toronto W06,179.4,233.4,193.0,228.8,132.4
Toronto W07,199.9,213.0,194.9,155.9,114.7
Toronto W08,173.3,191.0,191.8,183.7,153.9
Toronto W09,190.4,203.1,186.5,190.9,162.8
Toronto W10,189.1,210.2,206.0,167.1,154.1
Toronto C01,208.3,219.5,237.1,198.8,203.4
Toronto C02,218.7,206.0,236.4,219.2,203.9
Toronto C03,239.4,234.8,249.5,-,235.0
Toronto C04,209.6,216.7,221.3,177.8,168.2
Toronto C06,236.2,264.1,217.6,-,199.3
Toronto C07,219.8,284.5,211.1,178.2,172.0
Toronto C08,192.3,174.9,210.1,189.9,192.5
Toronto C09,144.0,135.8,155.6,175.6,146.9
Toronto C10,223.2,249.6,246.9,258.6,204.3
Toronto C11,201.7,197.3,226.9,133.5,206.5
Toronto C12,199.2,193.6,231.4,227.4,198.4
Toronto C13,211.1,246.3,223.6,201.3,167.2
Toronto C14,206.5,281.1,228.9,252.2,172.3
Toronto C15,220.9,289.1,252.8,225.7,158.7
Toronto E01,246.3,243.6,259.1,217.0,208.9
Toronto E02,224.5,200.4,239.5,220.6,222.8
Toronto E03,222.4,231.1,219.0,-,161.0
Toronto E04,211.3,226.0,215.6,197.7,185.3
Toronto E05,217.7,246.7,241.8,223.5,170.9
Toronto E06,229.3,233.4,227.2,216.1,200.5
Toronto E07,222.7,256.7,243.9,232.9,183.5
Toronto E08,206.3,224.8,196.1,198.0,167.1
Toronto E09,202.3,228.8,206.1,212.4,170.3
Toronto E10,221.8,222.2,209.9,240.8,159.2
Toronto E11,212.0,233.9,227.3,172.5,178.6
