area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,225.4,223.1,243.0,233.0,221.4
Toronto W02,256.1,248.1,287.8,234.4,243.9
Toronto W03,267.2,272.2,263.9,229.9,242.4
Toronto W04,240.9,244.6,226.9,213.0,241.2
Toronto W05,219.3,234.2,214.1,220.3,211.6
Toronto W06,194.1,259.8,213.3,261.6,159.5
Toronto W07,221.2,234.6,208.5,0.0,138.1
Toronto W08,200.7,204.0,203.0,211.2,197.4
Toronto W09,222.6,219.5,195.3,246.4,222.0
Toronto W10,225.5,228.5,231.8,206.5,226.8
Toronto C01,264.0,283.6,273.3,249.9,262.8
Toronto C02,248.2,222.3,257.1,253.1,245.0
Toronto C03,279.1,262.5,280.4,-,305.7
Toronto C04,242.3,245.2,249.3,293.0,222.9
Toronto C06,260.8,262.8,211.2,227.9,261.6
Toronto C07,248.1,292.6,210.0,225.2,224.5
Toronto C08,238.4,256.0,254.9,243.0,236.8
Toronto C09,162.3,130.4,143.6,250.3,182.1
Toronto C10,254.5,257.4,246.9,238.0,256.4
Toronto C11,238.9,196.4,222.3,209.6,274.0
Toronto C12,211.9,197.2,256.8,211.7,252.3
Toronto C13,233.9,249.7,223.7,237.9,218.4
Toronto C14,254.5,295.2,230.9,305.4,237.4
Toronto C15,248.1,315.2,261.6,283.1,208.6
Toronto E01,300.8,298.5,306.6,345.9,271.9
Toronto E02,265.9,230.7,278.9,291.5,252.6
Toronto E03,246.1,254.2,237.0,-,218.9
Toronto E04,245.4,240.5,250.7,233.8,260.0
Toronto E05,246.2,257.8,249.5,251.4,229.4
Toronto E06,255.4,257.1,264.4,254.5,237.0
Toronto E07,256.9,268.2,258.6,257.5,247.1
Toronto E08,251.0,246.6,225.2,243.2,261.9
Toronto E09,239.3,244.2,232.1,269.9,231.4
Toronto E10,257.6,247.0,238.6,310.6,247.8
Toronto E11,251.5,257.3,250.3,195.1,287.0
