area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,201.2,218.0,240.2,217.0,182.1
Toronto W02,248.1,257.6,298.9,192.8,188.8
Toronto W03,277.0,288.2,283.0,160.3,195.5
Toronto W04,239.6,256.5,236.7,198.6,212.3
Toronto W05,219.1,243.4,223.5,221.0,191.1
Toronto W06,202.4,295.1,229.1,267.4,149.9
Toronto W07,248.6,268.3,223.0,189.1,139.9
Toronto W08,208.2,229.6,218.3,209.0,190.4
Toronto W09,230.4,244.3,205.2,229.2,210.8
Toronto W10,229.5,245.6,245.2,188.7,218.9
Toronto C01,258.9,276.7,269.0,246.5,257.5
Toronto C02,248.5,240.0,278.9,242.6,227.7
Toronto C03,290.8,282.8,302.0,-,292.6
Toronto C04,255.0,264.4,271.7,232.2,208.5
Toronto C06,284.1,312.2,230.8,-,253.1
Toronto C07,262.9,346.2,249.5,204.5,214.4
Toronto C08,245.0,283.2,282.8,245.8,241.8
Toronto C09,165.7,149.6,163.6,179.4,177.3
Toronto C10,252.1,274.4,263.4,251.8,242.6
Toronto C11,241.0,224.9,251.7,160.4,255.7
Toronto C12,248.6,236.7,308.7,302.7,241.6
Toronto C13,259.9,314.4,280.5,272.6,201.4
Toronto C14,270.8,363.0,284.8,285.2,238.3
Toronto C15,261.3,376.9,316.1,280.6,189.9
Toronto E01,308.7,323.2,329.9,253.0,253.3
Toronto E02,279.1,241.5,291.1,326.8,271.2
Toronto E03,275.1,291.1,268.0,-,199.5
Toronto E04,264.3,278.2,280.2,234.7,244.6
Toronto E05,261.8,312.4,305.3,260.7,194.4
Toronto E06,277.9,284.8,283.0,231.8,225.2
Toronto E07,259.5,303.7,288.0,268.4,216.9
Toronto E08,257.0,277.0,241.0,238.9,227.0
Toronto E09,246.4,283.2,264.3,266.2,208.2
Toronto E10,274.0,272.5,255.4,303.1,203.7
Toronto E11,250.7,277.2,268.3,194.8,238.9
