area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,225.5,219.9,240.2,233.1,223.4
Toronto W02,252.4,244.6,278.6,239.3,243.4
Toronto W03,265.8,269.2,263.4,233.1,244.2
Toronto W04,239.1,243.7,226.9,215.7,235.6
Toronto W05,216.1,230.9,211.6,215.3,208.9
Toronto W06,194.6,257.0,211.8,275.5,160.5
Toronto W07,220.0,232.6,208.2,0.0,141.5
Toronto W08,202.5,203.8,202.9,223.2,200.1
Toronto W09,224.6,220.0,193.9,246.2,227.3
Toronto W10,224.2,228.5,233.0,208.6,222.9
Toronto C01,261.3,270.2,261.4,253.1,260.7
Toronto C02,243.8,219.3,255.1,247.1,239.1
Toronto C03,274.8,256.6,272.2,-,306.9
Toronto C04,245.7,250.2,259.2,295.2,219.1
Toronto C06,261.3,265.2,203.6,235.1,260.0
Toronto C07,252.0,300.2,215.2,232.9,225.4
Toronto C08,238.8,257.1,255.6,243.7,237.3
Toronto C09,161.9,129.5,143.4,248.0,182.4
Toronto C10,255.3,255.8,245.4,239.1,258.4
Toronto C11,240.4,196.7,219.3,219.3,275.4
Toronto C12,215.4,200.8,260.0,219.1,252.3
Toronto C13,234.7,247.2,220.7,243.1,222.2
Toronto C14,255.1,301.5,241.2,295.1,236.8
Toronto C15,246.4,311.5,262.5,279.2,207.0
Toronto E01,302.9,300.1,308.9,354.4,270.3
Toronto E02,260.8,225.6,272.9,286.1,249.3
Toronto E03,247.2,256.7,237.0,-,215.7
Toronto E04,244.8,239.6,248.6,242.7,257.0
Toronto E05,248.3,258.5,250.8,254.1,233.2
Toronto E06,254.5,256.9,264.9,250.3,230.6
Toronto E07,259.7,271.0,262.1,263.5,250.1
Toronto E08,250.8,246.0,227.4,253.3,259.0
Toronto E09,239.7,243.4,230.0,279.7,231.6
Toronto E10,255.4,244.3,236.9,313.7,243.3
Toronto E11,254.0,260.3,252.5,197.1,288.2
