area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,199.1,218.5,240.2,214.0,178.0
Toronto W02,241.2,253.1,291.6,181.7,180.0
Toronto W03,260.4,270.5,266.2,156.0,186.9
Toronto W04,229.8,244.4,229.1,196.7,204.4
Toronto W05,209.7,231.5,213.0,213.0,184.8
Toronto W06,199.5,293.6,233.0,254.5,145.1
Toronto W07,245.9,265.6,227.1,170.3,132.2
Toronto W08,200.5,223.9,220.8,195.0,180.9
Toronto W09,215.5,231.4,197.8,228.2,189.0
Toronto W10,216.4,236.4,235.4,185.1,198.0
Toronto C01,248.7,267.3,261.3,232.5,247.2
Toronto C02,239.9,225.8,260.8,229.4,226.5
Toronto C03,273.6,264.6,281.8,-,279.5
Toronto C04,246.1,256.5,260.1,225.4,196.2
Toronto C06,267.6,292.6,220.0,-,240.5
Toronto C07,248.3,327.3,238.5,195.5,200.9
Toronto C08,232.5,267.8,266.2,229.3,229.8
Toronto C09,161.6,146.8,157.4,174.9,173.2
Toronto C10,242.1,258.6,248.4,244.6,235.4
Toronto C11,231.1,217.8,244.2,156.8,243.5
Toronto C12,234.9,223.5,295.5,291.7,224.8
Toronto C13,244.8,294.9,266.6,260.8,191.0
Toronto C14,253.9,343.3,277.9,261.7,222.6
Toronto C15,242.3,347.1,293.5,260.8,177.0
Toronto E01,294.0,305.9,314.3,239.6,242.4
Toronto E02,266.8,231.1,278.8,313.9,257.0
Toronto E03,262.9,277.8,258.5,-,189.0
Toronto E04,255.8,276.5,270.8,221.9,222.9
Toronto E05,250.3,301.3,288.5,245.2,186.6
Toronto E06,265.5,272.6,270.1,214.5,209.3
Toronto E07,247.3,292.7,270.3,246.0,207.6
Toronto E08,242.5,261.7,231.1,225.9,211.6
Toronto E09,234.0,270.7,254.1,251.5,196.0
Toronto E10,255.0,253.2,237.8,282.9,191.8
Toronto E11,228.9,254.9,245.5,180.0,212.5
