area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,223.0,226.4,248.0,237.8,213.4
Toronto W02,263.4,259.8,297.3,252.4,235.9
Toronto W03,283.1,292.6,281.2,238.8,237.0
Toronto W04,249.6,264.9,240.8,218.4,227.2
Toronto W05,228.1,254.0,231.5,214.5,209.6
Toronto W06,202.5,279.6,222.0,299.9,158.1
Toronto W07,237.6,253.5,219.3,0.0,145.5
Toronto W08,212.2,220.2,213.0,236.7,204.0
Toronto W09,230.6,234.9,204.6,247.2,221.2
Toronto W10,242.0,253.7,253.5,202.7,237.4
Toronto C01,262.6,287.0,276.6,272.0,259.8
Toronto C02,255.5,243.9,279.2,265.7,239.8
Toronto C03,297.3,287.6,298.2,-,309.6
Toronto C04,253.7,262.1,261.0,298.4,214.4
Toronto C06,294.1,323.3,234.5,235.1,265.1
Toronto C07,272.4,351.5,250.7,233.4,226.5
Toronto C08,248.2,282.5,279.2,253.0,245.5
Toronto C09,171.8,141.4,156.5,265.9,190.7
Toronto C10,260.8,280.6,269.5,257.1,253.0
Toronto C11,245.8,214.2,240.0,217.8,273.0
Toronto C12,235.2,230.9,299.1,220.0,251.7
Toronto C13,261.2,311.7,274.4,243.1,214.0
Toronto C14,273.5,347.3,275.0,324.7,244.2
Toronto C15,267.8,370.0,311.4,296.1,206.4
Toronto E01,320.7,323.4,330.3,371.6,272.4
Toronto E02,282.3,245.8,297.9,309.2,261.2
Toronto E03,266.6,279.8,251.5,-,223.1
Toronto E04,261.0,258.2,270.4,248.9,270.8
Toronto E05,257.1,284.6,281.9,271.2,212.7
Toronto E06,276.7,281.4,282.0,244.9,239.5
Toronto E07,269.4,302.4,297.0,279.8,235.5
Toronto E08,261.8,269.5,244.0,257.4,248.7
Toronto E09,249.2,263.6,252.2,283.9,231.1
Toronto E10,278.7,272.8,266.0,321.6,225.4
Toronto E11,263.8,283.8,277.0,201.3,271.6
