area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,188.9,211.1,231.5,207.5,163.7
Toronto W02,227.3,238.2,273.0,171.8,168.1
Toronto W03,241.4,250.8,247.0,146.7,173.0
Toronto W04,215.7,228.3,217.4,186.3,192.5
Toronto W05,199.3,221.6,204.1,198.3,173.5
Toronto W06,182.4,256.4,209.2,231.0,135.3
Toronto W07,217.0,234.3,209.4,159.9,121.3
Toronto W08,182.3,202.2,201.9,188.6,164.2
Toronto W09,201.8,213.7,188.1,210.9,181.2
Toronto W10,202.7,223.2,223.7,185.8,178.8
Toronto C01,227.4,254.9,252.4,222.8,224.0
Toronto C02,229.8,213.7,247.5,218.0,220.2
Toronto C03,252.3,243.5,256.7,-,263.1
Toronto C04,227.9,235.0,233.1,210.1,191.8
Toronto C06,250.6,282.0,211.1,-,215.7
Toronto C07,232.2,310.2,225.6,204.9,181.5
Toronto C08,214.7,251.4,254.1,230.5,210.1
Toronto C09,147.0,126.3,137.2,183.8,162.0
Toronto C10,228.6,244.7,236.7,225.2,222.0
Toronto C11,210.6,191.1,213.9,155.2,228.2
Toronto C12,215.7,206.1,275.6,263.9,207.6
Toronto C13,228.3,274.2,247.0,243.7,180.7
Toronto C14,228.7,316.7,255.7,254.5,195.4
Toronto C15,226.9,320.6,274.1,242.2,165.6
Toronto E01,276.7,283.4,293.4,261.6,222.3
Toronto E02,250.1,216.1,260.4,271.5,248.9
Toronto E03,238.5,254.7,226.3,-,177.8
Toronto E04,230.1,244.0,241.3,209.5,208.9
Toronto E05,230.7,267.3,260.1,235.3,180.4
Toronto E06,244.3,248.7,251.1,223.5,203.2
Toronto E07,232.9,269.3,257.0,239.4,197.2
Toronto E08,224.1,239.8,214.2,208.9,199.9
Toronto E09,213.3,241.3,228.7,232.2,183.6
Toronto E10,235.1,232.3,225.5,258.6,188.4
Toronto E11,217.4,241.9,236.0,186.1,191.2
