area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,204.7,217.6,239.5,228.1,187.3
Toronto W02,250.5,260.3,300.8,193.8,192.3
Toronto W03,281.4,294.1,284.6,162.2,199.9
Toronto W04,245.9,263.4,239.2,207.3,218.3
Toronto W05,225.8,250.5,229.2,224.4,201.2
Toronto W06,204.6,292.4,230.9,289.5,154.1
Toronto W07,247.2,264.4,229.2,197.2,150.2
Toronto W08,214.3,228.9,221.2,231.6,201.0
Toronto W09,230.3,242.3,207.6,239.6,210.4
Toronto W10,240.1,251.3,252.4,197.0,237.2
Toronto C01,258.9,280.9,273.3,253.7,256.8
Toronto C02,253.7,246.9,283.5,238.7,233.7
Toronto C03,297.8,289.3,306.3,-,302.2
Toronto C04,255.7,264.8,265.0,259.1,213.0
Toronto C06,293.8,324.1,235.8,-,260.1
Toronto C07,269.6,356.4,255.5,213.5,220.2
Toronto C08,248.9,276.1,276.4,259.4,246.4
Toronto C09,166.5,145.7,159.2,176.3,182.5
Toronto C10,258.8,279.9,267.7,244.9,250.7
Toronto C11,244.2,219.5,244.1,166.0,266.1
Toronto C12,248.8,232.9,305.9,307.8,250.6
Toronto C13,264.4,315.7,277.2,272.7,213.5
Toronto C14,277.4,365.7,288.8,319.9,244.1
Toronto C15,268.9,380.5,318.6,296.8,200.1
Toronto E01,312.4,324.3,331.6,266.2,263.2
Toronto E02,292.9,249.9,302.3,356.2,295.1
Toronto E03,271.2,286.4,260.6,-,207.7
Toronto E04,266.0,267.4,276.4,237.9,271.9
Toronto E05,261.5,297.0,292.9,270.2,209.4
Toronto E06,278.6,283.1,284.2,250.7,241.8
Toronto E07,267.6,305.0,296.2,275.0,230.2
Toronto E08,262.8,275.5,242.9,246.2,244.9
Toronto E09,250.5,274.8,260.0,278.3,223.8
Toronto E10,285.3,281.5,270.8,322.1,212.0
Toronto E11,261.7,288.2,279.8,198.4,255.4
