area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,219.9,216.2,237.2,240.1,214.8
Toronto W02,250.3,242.8,274.5,249.4,238.3
Toronto W03,267.1,271.4,265.5,238.8,237.4
Toronto W04,241.9,246.1,229.2,220.5,238.9
Toronto W05,222.2,238.7,218.1,212.8,218.6
Toronto W06,195.0,255.3,209.9,306.2,158.3
Toronto W07,217.8,231.1,206.1,0.0,137.1
Toronto W08,201.0,202.4,202.2,242.4,197.0
Toronto W09,221.8,215.6,196.2,251.8,224.9
Toronto W10,231.5,238.7,242.5,212.4,227.4
Toronto C01,254.3,265.7,258.3,261.8,252.6
Toronto C02,243.8,224.2,260.0,258.5,234.8
Toronto C03,275.6,259.8,272.3,-,304.9
Toronto C04,240.7,242.7,247.3,310.6,223.8
Toronto C06,272.3,289.3,216.4,242.1,256.2
Toronto C07,260.8,322.2,233.6,240.1,225.2
Toronto C08,236.9,254.1,252.5,251.4,235.1
Toronto C09,166.8,132.0,143.2,269.4,189.5
Toronto C10,248.7,253.6,245.9,252.4,247.8
Toronto C11,239.6,199.7,225.8,218.5,272.6
Toronto C12,218.4,207.1,269.4,210.2,254.2
Toronto C13,245.3,272.9,244.5,236.0,217.2
Toronto C14,257.9,310.0,260.3,310.0,235.7
Toronto C15,248.6,306.5,257.2,289.8,209.7
Toronto E01,300.6,297.2,306.4,365.0,264.5
Toronto E02,262.8,226.2,275.9,308.7,246.0
Toronto E03,240.8,249.9,228.3,-,213.7
Toronto E04,246.5,240.1,250.1,247.5,260.9
Toronto E05,248.1,262.7,254.7,267.4,220.0
Toronto E06,249.1,251.3,259.4,252.1,225.9
Toronto E07,268.4,290.3,289.5,277.0,243.6
Toronto E08,249.8,242.1,221.6,257.9,261.6
Toronto E09,239.2,243.8,232.5,280.7,229.8
Toronto E10,261.8,252.4,244.5,312.3,241.8
Toronto E11,252.1,256.6,249.7,204.0,285.7
