area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,219.1,212.4,230.2,232.7,217.4
Toronto W02,250.0,243.0,278.8,242.1,234.7
Toronto W03,263.0,266.5,263.0,231.5,234.1
Toronto W04,236.6,240.9,228.7,213.2,232.9
Toronto W05,220.9,235.2,214.6,214.5,219.5
Toronto W06,194.2,255.7,211.3,290.1,158.9
Toronto W07,217.1,230.0,208.5,0.0,139.2
Toronto W08,200.7,202.6,202.9,232.3,197.1
Toronto W09,222.2,217.1,197.9,245.3,224.7
Toronto W10,227.8,232.8,237.5,206.9,227.0
Toronto C01,255.8,266.3,257.6,254.8,254.7
Toronto C02,245.8,219.6,256.3,251.7,241.9
Toronto C03,270.2,253.3,268.9,-,299.8
Toronto C04,240.7,243.8,250.9,283.1,220.0
Toronto C06,268.1,282.1,211.1,230.5,256.1
Toronto C07,258.3,317.8,230.3,229.3,225.2
Toronto C08,237.7,254.2,251.8,240.7,236.4
Toronto C09,160.4,131.6,142.3,261.3,177.8
Toronto C10,252.6,249.4,239.9,243.3,256.8
Toronto C11,242.6,198.5,219.6,209.1,279.7
Toronto C12,215.9,202.4,268.5,213.1,254.4
Toronto C13,237.8,262.8,232.9,237.1,214.7
Toronto C14,259.5,312.7,259.9,305.5,238.0
Toronto C15,248.2,314.2,264.8,282.6,207.4
Toronto E01,297.9,298.1,305.2,345.3,260.3
Toronto E02,259.5,226.5,273.4,290.1,238.3
Toronto E03,239.6,249.7,227.2,-,208.2
Toronto E04,242.5,239.2,248.8,243.9,249.7
Toronto E05,248.4,259.7,253.9,260.6,227.7
Toronto E06,253.4,257.3,270.5,237.7,218.7
Toronto E07,263.1,281.5,277.6,266.4,245.1
Toronto E08,251.5,245.7,231.0,253.3,261.2
Toronto E09,238.9,242.8,231.4,278.1,230.6
Toronto E10,261.2,252.2,247.3,307.4,241.7
Toronto E11,256.6,261.4,253.3,202.0,294.6
